மற்றும்	and
பள்ளத்தாக்கு	valley
ராமசாமி	ramaswamy
பிலிம்பேர்	filmfare
தங்கி	staying
தங்கி	stayed
டவுன்	town
டவுன்	down
இருக்கும்போது	when
வழக்கறிஞர்	advocate
வழக்கறிஞர்	lawyer
கோணம்	angle
சிந்தனை	thinking
சிந்தனை	thought
கூட்டத்தில்	meeting
வாங்கி	buys
தேவைப்படுகிறது	required
டன்	tonne
டன்	tons
டன்	ton
தொழில்முறை	professional
டை	tie
நாட்டார்	vernacular
நாட்டார்	folk
விமானங்கள்	flights
நம்பி	nambi
நம்பி	believe
நம்பி	relying
பக்தர்கள்	devotees
உரிமம்	authentication
உரிமம்	license
உரிமம்	copyright
ஆபிரிக்க	stared
துருக்கி	turkey
துருக்கி	turkish
அடிமை	slave
இரத்தம்	bleeding
இரத்தம்	blood
விண்கலம்	spacecraft
சுழல்	swirl
சுழல்	recursion
சுழல்	spin
சுழல்	spiral
பத்ம	padma
தாமரை	lotus
செலுத்தி	feeder
ரஷ்ய	russian
கால்வாய்	canal
கிருஷ்ண	krishna
வாகனம்	automotive
வாகனம்	vehicle
வாகனம்	automobile
அருவி	waterfall
அருவி	falls
மேயர்	mayer
மேயர்	mayor
மேயர்	meyer
ரெட்டி	reddy
சாலைகள்	roads
பண்பு	attribute
பண்பு	property
செயற்கைக்கோள்	satellite
முடி	hair
முடி	finish
முடி	end
இசையமைப்பாளர்	musician
பாம்பு	snake
அறிவிப்பு	announcement
அறிவிப்பு	notice
அறிவிப்பு	notification
அரக்கோணம்	arakkonam
சுவீடன்	sweden
விருப்பம்	like
நாளை	tomorrow
கிடைக்கவில்லை	unavailable
பதிவேற்றப்பட்டது	uploaded
வைட்டமின்	vitamin
பைரவர்	bhairava
சமையல்	cooking
மூளை	brain
மூளை	brains
தோல்வி	failure
தோல்வி	failed
தோல்வி	lose
நட்பு	friendship
படத்தை	photo
டிவி	tv
முத்திரை	stamp
முத்திரை	mudra
முத்திரை	seal
இலை	leaf
வரலாற்றுச்	historical
விவிலிய	biblical
நாயுடு	naidu
மகிழ்ச்சி	happiness
மகிழ்ச்சி	happy
வன்முறை	violent
வன்முறை	violence
கலவை	mixture
கலவை	mixer
கலவை	mixed
கலவை	blend
சார்லஸ்	charles
உள்ளடக்கம்	content
உள்ளடக்கம்	contents
வர்த்தகம்	commerce
வர்த்தகம்	commercials
வர்த்தகம்	trading
பின்னணிப்	playback
என்னுடைய	mine
கனடாவின்	canadians
அசாம்	assam
அசாம்	azam
பரிமாற்றம்	transactions
பரிமாற்றம்	transfer
பரிமாற்றம்	exchange
கறுப்பு	black
தரமான	quality
நைட்	knight
கைப்பற்றி	captured
பயண	travel
பத்தாம்	tenth
கால்சியம்	cobalt
கால்சியம்	calcium
கால்சியம்	celsius
கால்சியம்	magnesium
இயக்கி	driver
இயக்கி	drive
வலிமையான	strongest
காயமடைந்தனர்	injured
கணபதி	ganpati
கணபதி	ganapati
கணபதி	ganapathy
கணபதி	ganapathi
கடைசியாக	last
வெட்டி	cut
பெறுதல்	receiving
பெறுதல்	getting
பிள்ளைகள்	children
தவறாக	wrong
சங்கிலி	chain
சாதனங்கள்	devices
தொலைவு	distance
மனதில்	mind
படித்தார்	studied
அலெக்சாண்டர்	alexander
களம்	domain
பழங்கள்	fruits
பூசை	puja
வேட்பாளர்	candidate
ஓடும்	running
தொழிற்சாலை	industry
தொழிற்சாலை	industrial
தொழிற்சாலை	factory
கோடை	summer
குறைக்க	reduce
ஜனநாயக	democratic
லூக்கா	luke
லூக்கா	luka
உறுப்புகள்	elements
சர்க்கரை	sugar
நாட்காட்டி	calendar
ஆலோசனை	advice
ஆலோசனை	consulting
ஆலோசனை	consult
முன்னேற்றக்	munnetra
மெதுவாக	slow
மெதுவாக	slowly
பேராக்	perak
அளிக்கிறது	provides
காப்பீடு	insurance
அரசியலமைப்பு	constitution
பயன்படுத்துகிறது	using
பயன்படுத்துகிறது	uses
மைல்கள்	miles
மடம்	monastery
புனிதர்	saint
பாத்திரம்	role
ஆழமான	deep
வழிமுறைகள்	channels
வழிமுறைகள்	instructions
ஆரம்பித்தது	started
அதிர்வெண்	frequency
சீரான	uniform
பணிபுரிந்தார்	worked
துவக்க	startup
அருகாமையில்	closer
கொன்று	slay
கொன்று	kill
தினமலர்	dinamalar
சிட்டி	chitty
சிட்டி	city
அதிகரித்து	increasing
புலம்	field
பாய்	boy
பாய்	bhai
பாய்	pai
பாய்	bai
இளையராஜா	ilaiyaraaja
இளையராஜா	ilayaraja
எங்கள்	our
மோகன்	mohan
நந்தி	nandi
தவம்	penance
தொற்று	infections
தொற்று	infection
காணாமல்	disappeared
காணாமல்	missing
சந்திரன்	moon
குழுவினர்	crew
திரவ	liquid
குலம்	clan
தானாகவே	auto
தானாகவே	automatically
நுழைவாயில்	gateway
செல்	go
செல்	cell
மோட்டார்	motor
மரபியல்	genetics
விமர்சனம்	criticism
கிருஷ்ணா	krishna
போர்கள்	wars
பொதுநலவாய	commonwealth
சே	se
பரவியது	spread
இசைக்குழு	band
ஓட்டம்	runner
ஓட்டம்	flow
ஓட்டம்	running
ஓட்டம்	run
ஊழல்	corrupt
ஊழல்	scandal
ஊழல்	scam
ஊழல்	corruption
குழந்தைகளின்	kids
பாதி	half
ஆதலால்	advantage
தேர்	chariot
திராவிடர்	dravidian
திராவிடர்	dravidar
ஸ்டீவ்	steve
வம்சம்	dynasty
இந்துக்கள்	hindus
கொஞ்சம்	slight
கோபி	gopi
வாரியம்	board
தாக்குதல்கள்	attacks
அசல்	original
முக்கோண	triangular
முக்கோண	cubism
நிறுத்தி	stopped
அவளது	her
சுவிட்சர்லாந்து	switzerland
கண்டிப்பாக	sure
கண்டிப்பாக	definitely
உருவாக்குகிறது	creating
உருவாக்குகிறது	creates
கொலம்பியா	columbia
கொலம்பியா	colombia
