and	un
dialect	dialekts
orlando	orlando
undergraduate	bakalauru
relay	stafete
wet	slapjas
wet	slapjš
wet	mitra
cruise	kruīza
cruise	kruīzu
henri	henri
publish	publicēt
publish	publicē
joy	prieks
joy	prieka
julia	džūlija
kitchen	virtuve
kitchen	virtuves
abstract	abstrakta
snake	čūsku
snake	čūska
comedian	komiķis
motorcycle	motocikls
motorcycle	motociklu
arsenal	arsenāls
millennium	tūkstošgades
assists	palīdz
bow	tauriņi
andré	andrē
eurovision	eirovīzijas
firing	apdedzināšanas
suite	numuriņā
doug	dags
gravity	smaguma
gravity	smagums
gravity	gravitācijas
stored	uzglabāts
stored	uzglabā
stored	glabāti
optical	optiskā
optical	optiskie
optical	optiskais
optical	optisko
evaluation	vērtēšana
evaluation	izvērtēšana
evaluation	novērtējums
evaluation	izvērtējums
evaluation	novērtēšana
graph	grafikā
graph	grafiks
hybrid	hibrīds
hybrid	hibrīda
oslo	oslo
earn	pelnīt
earn	pelna
earn	nopelnīt
earn	nopelna
metre	metru
keyboard	tastatūras
nearest	tuvāko
nearest	tuvākā
nearest	tuvākais
jamie	džeimijs
decorated	apbalvots
complicated	sarežģīts
complicated	sarežģīti
complicated	sarežģīta
nathan	neitans
slavery	verdzības
slavery	verdzība
circular	apaļa
circular	cirkulārā
circular	apļveida
operators	operatori
operators	uzņēmēji
armor	bruņas
mechanics	mehāniķi
mechanics	mehānika
bradford	bradford
leon	leons
rachel	reičela
strings	virknes
strings	stīgas
header	galvenes
hood	pārsegs
inspector	inspektors
inspector	inspektora
warnings	brīdinājumus
warnings	brīdinājumi
relatives	radinieki
relatives	radi
relatives	radiniekiem
plains	līdzenumi
defended	aizstāvēja
wheels	riteņi
wheels	rati
criterion	kritērijs
ace	ake
ace	ace
penn	penns
approached	vērsās
joke	joks
religions	reliģijām
religions	reliģijas
grants	subsīdijas
grants	dotācijas
moderate	mērens
moderate	mērena
stolen	nozagts
stolen	nozagta
pin	tapa
pin	pin
carol	kerolu
owns	pieder
prototype	prototips
copied	kopē
copied	kopēt
canterbury	kenterberijas
midnight	pusnakts
midnight	pusnaktī
duchy	pārdaugavas
bailey	beilijs
performers	izpildītāji
exploration	izpēte
diversity	daudzveidība
diversity	dažādība
sixteen	sešpadsmit
findings	secinājumi
findings	atzinumi
repeat	atkārtot
repeat	atkārtots
repeat	atkārto
brussels	briselē
brussels	brisele
nationalgoals	nationalgoals
imdb	imdb
vcard	vcard
planets	planētas
reconnaissance	izlūkošanas
shots	šāvieni
complaint	sūdzība
batman	betmens
exhibited	izstādījis
espn	espn
investigate	izmeklē
investigate	izmeklēt
verify	pārbaudīt
verify	pārbauda
discontinued	pārtraukta
absent	prombūtnē
girlfriend	draudzene
resignation	atkāpšanās
fossil	fosilo
explaining	paskaidrojot
inches	collas
proven	pierādīts
proven	pierādīta
franco	franko
dying	mirst
tribal	cilšu
tyler	tailers
surrender	nodošanas
surrender	nodošana
surrender	atteikšanās
glenn	glenns
substance	vielai
substance	viela
luxembourg	luksemburgu
luxembourg	luksemburgā
luxembourg	luksemburga
colored	krāsaino
scholarly	pētnieciskos
explosion	sprādziens
generations	paaudzēm
generations	paaudzes
generations	paaudzēs
duck	pīles
duck	pīļu
duck	pīle
permanently	neatgriezeniski
permanently	pastāvīgi
salvador	salvador
emma	emma
mit	mit
zoo	zoo
gibson	gibsons
wording	formulējums
notre	notre
portions	porcijas
macedonia	maķedonija
ethics	ētikas
ethics	ētika
depot	depo
curtis	kērtiss
gaelic	gēlu
slovakia	slovākija
elevated	paaugstināts
jeremy	džeremijs
listen	klausies
impressive	iespaidīga
impressive	iespaidīgi
impressive	iespaidīgs
bradley	bredlijs
egg	olas
egg	olu
egg	ola
rod	stienis
rod	air
algorithm	algoritms
algorithm	algoritmu
burn	dedzināt
thesis	disertāciju
lover	mīļākais
capitol	kapitolijs
remembered	atcerējās
remembered	atcerējos
ferdinand	ferdinands
judaism	jūdaisms
balls	bumbas
balls	bumbiņas
nacional	nacional
ahmed	ahmed
sin	grēks
holocaust	holokausta
edgar	edgars
edgar	edgar
saxophone	saksofons
wishes	novēl
wishes	vēlmes
wishes	vēlas
wishes	vēlmju
prepare	sagatavo
prepare	sagatavoties
prepare	sagatavot
prepare	gatavoties
ruins	drupas
ibm	ibm
rochester	rochester
nigerian	nigērijas
malaysian	malaizijas
atlas	atlas
atlas	atlants
telegraph	telegrāfa
performer	izpildītājs
cannon	lielgabalu
emily	emīlija
dissolved	izšķīdināta
dissolved	izšķīdušā
catalogue	katalogu
catalogue	katalogs
catalogue	katalogā
discrimination	diskriminācijas
discrimination	diskriminācija
reveal	atklāt
reveal	atklāj
wizard	burvis
teen	teen
spots	plankumi
bomber	spridzinātāju
foods	pārtika
quest	meklējumi
quest	meklējumos
connor	konors
motors	motori
minimal	minimāls
minimal	minimāla
minimal	minimāli
muscle	muskuļi
muscle	muskuļu
prestigious	prestižajā
sustainable	ilgtspējīga
sustainable	ilgtspējīgas
chelsea	chelsea
strict	stingrā
strict	stingra
strict	stingrs
strict	stingri
sheep	aitas
sheep	aitām
sheep	aita
sheep	aitu
andrea	andrea
complaints	sūdzības
connects	savieno
defenders	aizstāvji
defenders	aizstāvjiem
richardson	ričardsons
triangle	trīsstūra
nato	nato
teeth	zobiem
teeth	zobus
teeth	zobi
occasional	neregulāri
strictly	strikti
strictly	stingri
harper	hārpers
fluid	šķidrums
fluid	šķidruma
bigger	lielāki
bigger	lielākas
bigger	lielāka
bigger	lielāks
fed	baro
newfoundland	ņūfaundlenda
comparable	salīdzināma
comparable	salīdzināmi
comparable	salīdzināms
documentation	dokumenti
documentation	dokumentācija
brien	brien
compounds	savienojumi
edmund	edmund
instances	instances
naturally	dabiski
naturally	dabīgi
forcing	spiež
forcing	piespiežot
ussr	psrs
laser	lāzers
laser	lāzera
lat	lat
sculptor	tēlnieks
guild	ģilde
observer	novērotājas
observer	novērotājs
observer	novērotāju
observer	novērotāja
observer	novērotājam
imprisoned	ieslodzīti
imprisoned	ieslodzīts
wrestler	cīkstonis
praise	uzslavas
praise	uzslavu
bones	kaulus
bones	kauli
css	css
cox	cox
contracts	līgumi
consequences	sekas
provisions	noteikumi
provisions	uzkrājumi
circulation	aprite
butterfly	tauriņu
hugo	igo
hugo	hugo
algeria	alžīrija
edu	edu
armies	armijas
separation	nodalīšana
separation	atdalīšanas
separation	atdalīšanās
separation	atdalīšana
spy	spiegu
cliff	klints
technically	tehniski
reactions	reakcijas
lithuanian	lietuviešu
lithuanian	lietuvas
trick	triks
curve	līkne
accidents	nelaimes
accidents	negadījumi
horizontal	horizontāls
horizontal	horizontālas
horizontal	horizontāli
horizontal	horizontālo
horizontal	horizontālā
horizontal	horizontāla
legends	leģendas
enzyme	fermentu
enzyme	ferments
enzyme	enzīms
enzyme	enzīmu
freight	kravas
freight	krava
hydrogen	ūdeņraža
hydrogen	ūdeņradis
broadcasts	raidījumus
viii	viii
caroline	caroline
pull	izvilkt
plymouth	plimutas
twentieth	divdesmitā
twentieth	divdesmitajā
cuts	gabali
mediation	starpniecības
airfield	lidlauku
synthesis	sintēze
synthesis	sintēzi
rape	izvarošana
rape	rapšu
rape	izvarošanu
seoul	seulas
engagement	iesaistīšanās
engagement	iesaiste
coin	monētas
coin	monēta
coin	monētu
lucy	lūsija
platinum	platīna
twins	dvīņi
memories	atmiņas
robertson	robertsons
verified	pārbaudīts
verified	pārbaudīta
verified	pārbaudīja
anthology	anthology
milton	miltons
geological	ģeoloģisko
geological	ģeoloģiskā
defining	definēšana
dinner	vakariņas
hosting	uzņem
hosting	rīko
thriller	thriller
retreat	atkāpties
albany	albany
abdul	abdul
ignore	neņemt
ignore	ignorēt
ignore	ignorē
migration	migrācija
migration	migrācijas
carefully	rūpīgi
carefully	uzmanīgi
sudan	sudāna
closest	tuvākais
manages	pārvalda
duration	ilgums
henderson	hendersons
explorer	explorer
marco	marko
fusion	kodolsintēzes
aids	palīglīdzekļi
aids	aids
aids	atbalsti
gathered	sapulcējušies
gathered	ievākta
gathered	savāktās
privately	privāti
reflected	atspoguļotas
reflected	atspoguļoti
reflected	atspoguļots
afraid	bail
afraid	baidās
estates	muižām
fault	lūzums
fault	vaina
pound	mārciņas
allegedly	esot
delay	kavēšanās
delay	aizkavēšanās
delay	aizture
developers	izstrādātājiem
belfast	belfāsta
arctic	arktika
arctic	arktikas
kurt	kurts
mayors	mēri
windsor	vindzoras
assumption	pieņēmums
plates	plates
plates	plātnes
plates	plāksnes
fourteen	četrpadsmit
monroe	monro
hearts	sirdis
hearts	sirdīs
belgrade	belgrada
victories	uzvaras
pale	bāli
pale	gaiši
glory	slava
destroyer	iznīcinātāju
deeply	dziļi
lectures	lekcijas
preston	preston
deceased	mirusi
deceased	mirušais
deceased	miris
deceased	mirušā
angry	dusmīgs
angry	dusmīga
incomplete	nepilnīgas
incomplete	nepabeigta
incomplete	nepilnīgs
incomplete	nepilnīgi
incomplete	nepilnīga
enrolled	uzņemti
configuration	konfigurācija
brad	breds
skill	iemaņas
skill	prasmes
skill	prasme
skill	prasmju
intense	intensīvā
intense	intensīvas
intense	intensīvs
intense	intensīvi
intense	intensīva
commitment	apņēmība
commitment	apņemšanās
commitment	saistības
loved	patika
reforms	reformām
reforms	reformas
uruguay	urugvaja
uruguay	urugvajas
napoleon	napoleons
confirm	apstiprināt
confirm	apstiprinu
breed	šķirne
enabled	aktivizēta
enabled	ieslēgts
enabled	ieslēgti
enabled	aktivizēts
enabled	ieslēgta
enabled	ļāva
discography	diskogrāfija
licence	apliecība
licence	licence
refugees	bēgļi
adrian	adrians
pipe	cauruļvads
pipe	caurules
pipe	caurule
karen	kārena
altered	izmainīts
budapest	budapeštas
designers	dizaineri
heir	mantinieks
advisor	padomdevējs
advisor	konsultants
advisor	padomnieks
illustrate	ilustrētu
authorized	atļauti
hide	noslēpt
hide	paslēpt
hide	slēpt
announcement	paziņojums
compact	kompakts
tissue	audus
tissue	audu
tissue	audos
tissue	audi
particles	daļiņas
refuses	atsakās
receiver	uztvērēja
receiver	uztvērējs
civilians	civilie
civilians	civiliedzīvotājus
civilians	civiliedzīvotājiem
civilians	civiliedzīvotāji
marsh	marsh
vinyl	vinila
delayed	aizkavēta
delayed	kavēta
delayed	kavējas
delayed	atliktā
unrelated	nesaistītiem
unrelated	nesaistīta
unrelated	nesaistīti
wednesday	trešdien
wednesday	trešdiena
checking	pārbaude
checking	pārbaudes
checking	pārbauda
chilean	čīles
hey	hei
hey	hey
chambers	kameras
chambers	palātas
demo	demo
agrees	piekrīt
ahmad	ahmad
santos	santos
paying	maksā
interpreted	interpretēti
submit	iesniedz
submit	iesniegt
desired	vēlamā
followers	sekotāju
followers	sekotāji
observatory	observatorija
problematic	problemātiski
problematic	problemātisks
problematic	problemātiska
springfield	springfield
kit	komplekts
kit	komplektā
pcupdate	pcupdate
remarks	piezīmes
burton	burton
monarch	monarhs
observations	piezīmes
observations	novērojumi
observations	novērojumus
observations	apsvērumi
beetle	vaboles
promised	solīts
promised	apsolīja
promised	solīja
cream	krējums
potter	poters
potter	potera
copyvio	copyvio
favourite	favorīts
transformation	transformācija
transformation	pārveidošanās
transformation	pārveidošana
transformation	transformācijas
transformation	pārveide
mcdonald	mcdonald
bavaria	bavārijā
bavaria	bavārijas
kumar	kumar
severely	stipri
severely	smagi
mixture	maisījums
browser	pārlūka
endangered	apdraudēti
endangered	apdraudētas
endangered	apdraudēta
mate	biedru
mate	mate
mate	draugs
everybody	ikviens
everybody	visi
everybody	visiem
lyon	lyon
illustration	ilustrācija
kyle	kaila
kyle	kails
brook	strauts
geometry	ģeometrija
ping	ping
variants	varianti
variants	variantiem
variants	variantus
baroque	baroka
iso	iso
collapsed	sabruka
integral	neatņemama
hopes	cerības
cornell	kornela
modes	režīmi
modes	režīmus
servant	kalps
hurt	sāp
hurt	pāri
hurt	ievainots
inline	iekļautu
inline	iekļauti
carlo	carlo
stability	stabilitāte
stability	stabilitāti
hoping	cer
hoping	cerot
hoping	ceri
beneath	zem
imposed	uzlikti
beetles	vaboles
joel	joel
jets	strūklu
logos	logo
vital	vitāli
malcolm	malcolm
winnipeg	vinipega
kilometers	kilometri
buddhism	budisms
nose	deguna
nose	deguns
nose	degunu
respected	ievērots
pace	temps
thunder	pērkons
centered	centrēts
physicians	ārsti
bolivia	bolīvija
forget	aizmirst
forget	aizmirsti
crops	kultūras
crops	kultūraugi
halifax	halifaksas
monk	mūks
extraordinary	ārkārtas
lessons	nodarbības
pub	krogs
monte	monte
maría	maría
segments	segmenti
segments	segmentiem
segments	segmentus
deer	briedis
wireless	bezvadu
consultant	konsultants
fraser	freizere
formats	formāti
jam	jam
chicken	vistas
chicken	cālis
chicken	vista
enable	ieslēgt
idol	elks
reid	reida
amazing	apbrīnojami
amazing	amazing
pet	pet
loves	mīl
nominate	izvirzīt
striking	pārsteidzoša
striking	pārsteidzoši
striker	uzbrucējs
accidentally	nejauši
accidentally	netīšām
hopkins	hopkinss
eds	eds
goddess	dieviete
resumed	atsāka
satisfy	apmierināt
notion	jēdziens
voltage	sprieguma
voltage	spriegums
marion	mariona
geology	ģeoloģija
consistently	konsekventi
cyclone	ciklona
export	eksportēt
export	eksports
lightning	zibens
impressed	sajūsmā
logical	loģisks
logical	loģiski
logical	loģiskā
aggressive	agresīvi
aggressive	agresīva
jin	dzjiņ
julie	džūlija
fbi	fib
yankees	yankees
ludwig	ludvigs
pond	dīķi
suburban	piepilsētas
enlisted	iesaukts
moments	mirkļi
moments	brīžiem
moments	brīži
interim	pagaidu
argues	argumentē
lucky	laimīgā
lucky	laimīgais
targeted	mērķtiecīgu
targeted	mērķtiecīga
prevented	novērsta
toy	rotaļlietu
toy	rotaļu
toy	rotaļlieta
bicycle	velosipēda
bicycle	velosipēds
bicycle	velosipēdu
purely	tīri
interactions	mijiedarbība
interactions	mijiedarbības
fraud	krāpšana
fraud	krāpšanu
fraud	krāpšanas
lang	lang
arcade	arkādes
lecture	lekcija
lecture	lekciju
lecture	lekcijas
dragons	pūķi
copa	copa
careful	rūpīgi
careful	rūpīga
careful	uzmanīgi
nurse	māsiņa
nurse	medmāsa
module	modulis
module	moduļa
lens	lēcu
lens	lēcas
patron	patron
commands	komandas
trend	tendence
superintendent	superintendents
gerald	džeralds
rap	rap
geneva	ženēvā
geneva	ženēvas
ash	pelni
ash	pelnu
ash	pelnus
blade	asmeni
disappeared	pazuduši
disappeared	pazuda
patrolling	patrulēšanu
predominantly	pārsvarā
committees	komitejas
committees	komitejām
boom	uzplaukums
sailors	jūrnieki
beaten	sisti
smoke	dūmu
smoke	dūmiem
smoke	dūmi
smoke	smēķēt
smoke	dūmus
assassination	slepkavības
assassination	slepkavība
lancaster	lankasteras
reynolds	reinoldsa
divorce	šķiršanās
dust	putekļu
dust	putekļi
dust	putekļiem
separately	atsevišķi
grain	graudi
grain	graudu
translations	tulkojumi
zimbabwe	zimbabve
thrown	izmests
cohen	koens
puts	noliek
diving	niršanas
neighbouring	kaimiņos
neighbouring	kaimiņu
carroll	kerols
accounting	grāmatvedība
accounting	uzskaite
accounting	grāmatvedību
accounting	grāmatvedības
mesa	mesa
prussia	prūsija
intelligent	viedo
cherry	ķiršu
cherry	ķirši
tobacco	tabaku
tobacco	tabaka
varieties	šķirnēm
varieties	šķirnes
bench	stends
bench	stenda
directions	virzieni
directions	virzienos
directions	norādījumi
ellen	elena
ellen	elēna
measurement	mērīšana
measurement	mērījumu
measurement	mērījumi
measurement	mērījums
paradise	paradīze
paradise	paradīzes
alexandria	aleksandrija
complement	papildinājums
complement	papildināt
complement	papildina
witch	raganu
witch	ragana
attraction	piesaiste
diana	diana
diana	daiena
personalities	personības
personalities	personībām
colleagues	kolēģu
colleagues	kolēģiem
colleagues	kolēģi
busy	aizņemta
busy	aizņemts
busy	aizņemti
cia	cip
screenwriter	scenāriste
rankings	rangs
aboriginal	aborigēnu
commanders	komandieriem
commanders	komandieri
salem	salem
wagner	vāgners
firms	firmas
firms	firmām
sanctions	sankcijas
americas	amerika
americas	americas
endings	galos
instructor	instruktors
nobility	aristokrātu
tomorrow	rīt
manuscripts	manuskriptus
unified	vienots
unified	vienoti
clarify	noskaidrot
clarify	precizēt
scouts	skauti
investigations	izmeklēšanu
investigations	izmeklēšana
investigations	izmeklēšanas
investigations	izmeklējumi
silva	silva
derek	dereks
provision	noteikums
humanity	cilvēci
humanity	cilvēce
admit	atzīt
terror	terora
contestants	dalībniecēm
trinidad	trinidāda
distant	tālā
burke	bērks
circles	aprindās
circles	aprindas
assignment	piešķiršana
releasing	atbrīvojot
recalled	atgādināja
shrine	svētnīcu
sail	kuģot
celebrate	svinam
ranch	rančo
vampire	vampīrs
playwright	dramaturgs
sick	slima
sick	slims
sick	slimi
associates	palīgus
heinrich	heinrihs
ethiopia	etiopija
flags	karogi
tel	tel
drove	brauca
learns	uzzina
shorts	šorti
shorts	bikses
drives	vada
accomplished	izpildīts
accomplished	izpildīta
autobiography	autobiogrāfija
uprising	sacelšanās
edwin	edvīns
velocity	ātrums
terminology	terminoloģija
coordinates	koordinātas
coordinates	koordinātes
brighton	brighton
viola	viola
para	para
morrison	morisons
propulsion	dzinējspēks
propulsion	piedziņa
boxer	boxer
finale	noslēgums
shoulder	pleca
shoulder	plecs
disabled	invalīdi
disabled	atslēgts
disabled	invaliditāti
joins	pievienojas
div	div
tactics	taktiku
tactics	taktika
ernst	ernsts
ernst	ernst
innocent	nevainīgi
innocent	nevainīgs
innocent	nevainīgu
rapper	reperis
settle	nokārtot
settle	nokārtotu
privacy	privātums
privacy	privātuma
boeing	boeing
cites	cites
bunch	bariņš
bunch	bars
emmy	emmija
indo	indo
rosa	rosa
rosa	roza
thermal	termiskā
flute	flauta
marines	karaspēks
feminist	feministu
trustees	pilnvaroto
trustees	pilnvarotie
sculptures	skulptūru
nationally	nacionāli
bacteria	baktēriju
bacteria	baktērija
bacteria	baktērijas
introduce	ieviest
disorders	traucējumi
rivalry	sacensība
prevention	profilakse
prevention	profilaksei
prevention	novēršana
