kategória	category
dospelé	adult
dospelé	mature
dospelé	adults
fotky	photos
fotky	pictures
hegel	hegel
malajzia	malaysia
pripája	connecting
pripája	connects
rásť	grow
cukru	sugar
tieň	shadow
pomalšie	slower
kolmá	perpendicular
kolmá	orthogonal
žiada	asks
žiada	requests
bayern	bayern
seriálov	serials
skála	skála
vltavou	vltavou
materiálne	material
fragment	fragment
sdk	sdk
andrzej	andrzej
aids	aids
aids	alds
homme	homme
moduly	modules
moduly	plugins
nohami	legs
spaľovacie	combustion
zenit	zenit
zenit	zenith
vyvolaná	induced
cyklistika	cycling
nikon	nikon
parkovisko	parking
rusíni	rusyns
legiend	legends
servery	servers
ateisti	atheists
mongolsko	mongolia
kvapalné	liquid
pánov	gentlemen
pánov	lords
norbert	norbert
najbližší	nearest
najbližší	closest
zaútočiť	attack
trúbka	trumpet
výrobok	product
adler	adler
vzdali	surrendered
río	río
prekročiť	exceed
prekročiť	exceeded
birmingham	birmingham
priblížiť	zoom
zaisťuje	ensures
zaisťuje	secures
piesok	sand
odlíšiť	distinguished
pôsobnosť	scope
pôsobnosť	competence
zastupoval	represented
vandalizmus	vandalism
presadzovať	promote
presadzovať	enforce
nálady	mood
nálady	moods
oslavuje	celebrates
centauri	centauri
mýty	myths
očakávania	expectations
očakávania	expectation
obmedzuje	restricts
moze	could
moze	can
mesačný	monthly
grey	grey
bird	bird
univerzálne	universal
legendárny	legendary
panthers	panthers
ponorka	submarine
tvrdosť	toughness
tvrdosť	hardness
roche	roche
jedenástich	eleven
dovolené	allowed
challenge	challenge
clermont	clermont
patriacich	belonging
prsty	toes
prsty	fingers
antropológ	anthropologist
výnimočný	exceptional
gravitačné	gravitational
generácií	generations
folklór	folklore
pochovali	buried
dokumentárne	documentaries
pasívne	passive
pasívne	passively
hardvér	hardware
trpí	suffers
protesty	protests
popredí	foreground
modulov	modules
podnikanie	enterprise
podnikanie	business
podnikanie	entrepreneurship
neutrálne	neutral
rect	rect
herodotos	herodotus
cnosti	virtues
dlr	dlr
veril	believed
štandardov	standards
alto	alto
prevziať	assume
oswald	oswald
marion	marion
geologicky	geologically
doctor	doctor
ufo	ufos
ufo	ufo
lilly	lilly
nepovinný	optional
kyslíkom	oxygen
emma	emma
vajcia	eggs
saab	saab
waffen	waffen
tiel	bodies
isu	isu
mláďa	cub
mláďa	youngster
pci	pci
nechá	lets
samohlásky	vowels
britannica	britannica
kameru	camera
pride	pride
poslať	send
hello	hello
teoretická	theoretical
orleans	orleans
lana	rope
lana	lana
vrtuľníkov	helicopters
hej	hey
muller	muller
encyclopaedia	encyclopaedia
armin	armin
hiv	hiv
mazda	mazda
myš	mouse
zásobník	reservoir
zásobník	cartridge
zásobník	tray
rozhodcu	arbitrator
rozhodcu	referee
uvedomil	realized
cykly	cycles
začlenené	incorporated
any	ana
marxizmus	marxism
skylab	skylab
zvieraťa	animal
klienta	client
morský	marine
hong	hong
gardner	gardner
plodín	crops
plodín	crop
cole	cole
kapitol	chapters
josh	josh
uznať	acknowledge
uznať	recognise
gyula	gyula
simona	simon
simona	simona
janov	genoa
normandii	normandy
púť	pilgrimage
geologická	geologic
telefónne	telephone
macedónsky	macedonian
opačne	reversed
opačne	backwards
opačne	opposite
sval	muscle
závažné	serious
závažné	severe
luc	luc
dôstojníci	officers
schémy	schemes
schémy	schematic
schémy	scheme
schémy	diagrams
dovnútra	inwards
dovnútra	inside
dovnútra	inward
ťažbu	mining
komplexy	complexes
podporovaný	supported
ocean	ocean
björkman	björkman
tamara	tamara
plazmy	plasma
mick	mick
notár	notary
zvyšovanie	increasing
zvyšovanie	incrementing
zvyšovanie	raising
larvy	larvae
larvy	larva
montañés	montañés
kozák	kozák
rozpory	contradictions
zimná	winter
identitu	identity
pavúk	spider
monografia	monograph
liam	liam
viking	viking
karate	karate
amadeus	amadeus
valentin	valentin
klavírny	brahm
sliezsko	silesia
obmedziť	restrict
obmedziť	limit
nasadenia	deployment
neo	neo
robota	bot
robota	robot
predmestie	suburb
označení	tagged
metropolitná	metropolitan
dohovoru	convention
blanka	blanka
tvrdili	argued
tvrdili	asserted
mirnyj	mirnyi
dodatočné	additional
subjekty	entities
subjekty	subjects
krasu	karst
louisa	louisa
louisa	louise
omylom	mistakenly
omylom	accidentally
delegácie	delegations
diesel	diesel
prítoku	influent
umelý	artificial
suma	amount
suma	sum
karpatského	carpathian
vojensky	militarily
petrov	petrov
rómovia	romani
rómovia	roma
značná	considerable
logický	logical
organická	organic
lausanne	lausanne
habilis	habilis
mráz	frost
inžinieri	engineers
výnosy	revenue
výnosy	yields
výnosy	income
výnosy	revenues
výnosy	proceeds
pasáže	passages
rusov	russians
panton	panton
tiso	tiso
úsilia	effort
cukor	sugar
uzbekistan	uzbekistan
svetelné	illuminated
annie	annie
belle	belle
hunt	hunt
piccadilly	piccadilly
formovanie	moulding
formovanie	formation
formovanie	shaping
nokia	nokia
plata	plata
cyklistov	cyclists
lajos	lajos
grunge	grunge
rumunského	romanian
perspektívy	prospects
perspektívy	perspective
perspektívy	perspectives
dovoliť	afford
hodnotí	assesses
hodnotí	evaluates
józef	józef
crystal	crystal
netopier	bat
schválené	approved
infračervené	infrared
kolegov	colleagues
kolegov	coworkers
rum	rum
inváziu	invasion
nábytok	furniture
hauts	hauts
položky	items
položky	entries
predsedov	presidents
predsedov	chairpersons
mechanický	mechanical
explózia	explosion
lenin	lenin
venujú	dedicate
maxi	maxi
vníma	perceives
kosovo	kosovo
neumann	neumann
abs	abs
serra	serra
tisícky	thousands
hrúbky	thickness
vlasť	motherland
vlasť	homeland
náplne	cartridges
náplne	cartridge
tibet	tibet
nutne	necessarily
hrozba	menace
hrozba	threat
presvedčení	convinced
formátov	formats
verdasco	verdasco
mccartney	mccartney
výpočty	calculation
výpočty	computations
výpočty	calculations
ferguson	ferguson
nehoda	accident
okamih	moment
prispelo	contributed
jadrový	nuclear
viny	guilt
pero	pen
nebezpečný	dangerous
nebezpečný	hazardous
ručné	manual
ručné	handheld
ručné	hand
náboženstvá	religions
organizovanie	organising
organizovanie	organizing
ľahká	lightweight
afrického	african
vpád	incursion
relatívna	relative
boulogne	boulogne
vyznanie	religion
vyznanie	creed
vyznanie	confession
poslankyňa	mp
poslankyňa	councilwoman
plies	plies
zvolal	convened
prsníka	breast
deviaty	ninth
priateľka	girlfriend
faraón	pharaoh
kryt	cover
tunisko	tunisia
sekundárny	secondary
celkove	overall
overiť	authenticate
overiť	verify
overiť	validate
sidney	sidney
uvažovalo	contemplated
teplé	warm
základní	bases
vyjadrila	expressed
zobrazovanie	imaging
zobrazovanie	displaying
junkers	junkers
predchádza	precedes
self	self
champs	champs
ekvádor	ecuador
primárna	primary
ilia	ilia
potvrdený	confirmed
priaznivé	auspicious
priaznivé	favourable
priaznivé	favorable
lionel	lionel
chase	chase
bromid	bromide
buk	buk
hood	hood
zážitky	experiences
c++	c++
príkazy	commands
príkazy	orders
presunuté	moved
presunuté	transferred
teleskop	telescope
dodržiavanie	adherence
dodržiavanie	respect
dodržiavanie	compliance
dodržiavanie	observance
inflácie	inflation
rozpúšťa	dissolves
jedinci	individuals
jedinci	subjects
chodby	corridors
chodby	hallways
archeológia	archaeology
rytieri	knights
čitateľ	numerator
čitateľ	reader
zábavy	entertainment
que	que
llodra	llodra
tajný	secret
tajný	undercover
emilia	emilia
sudcovia	judges
galleria	galleria
radosti	joy
radosti	joys
rozšírení	extensions
rca	rca
nsr	nsr
štvrtí	neighbourhoods
štvrtí	neighborhoods
dynamické	dynamic
funkčná	functional
autority	authorities
scenáre	scenarios
kréta	crete
indiáni	indians
kompilácie	compilations
spracované	processed
gov	gov
opozícia	opposition
smerovanie	direction
smerovanie	tack
smerovanie	routing
tuto	here
reed	reed
nasledovať	follow
mozno	perhaps
mozno	maybe
elisabeth	elisabeth
xbox	xbox
emerson	emerson
zasiahnuť	intervene
neandertálec	neanderthal
čkd	čkd
pláže	beach
pláže	beaches
export	exports
export	export
export	exporting
čapek	čapek
entomologické	entomological
batéria	battery
konzoly	consoles
konzoly	console
konzoly	brackets
stosurová	stosur
radeon	radeon
fašizmu	fascism
jesse	jesse
inteligencia	intelligence
pomôcka	device
pomôcka	hint
syntézu	synthesis
podrobné	detailed
mindat	mindat
alternatívna	alternative
alternatívna	alternate
ufa	ufa
erby	escutcheons
nastaviť	setup
nastaviť	set
nastaviť	configure
včas	timely
ostane	stays
udržiava	sustains
udržiava	maintains
udržiava	keeps
linz	linz
#efefef	#efefef
augustin	augustin
kritická	critical
fary	parsonage
goodricke	goodricke
klientov	clients
modernizácie	modernization
modernizácie	upgrading
modernizácie	modernisation
dôsledne	consistently
prúdové	jets
macintosh	macintosh
laguna	laguna
módy	fashion
módy	modes
módy	fashions
zmiešaná	mixed
sng	sng
loptu	ball
hranej	feigned
leander	leander
letka	squadron
tekutín	fluid
podobnosti	similarities
pozorovateľ	observer
magické	magic
magické	magical
súprava	kit
elektroniky	electronics
zastavili	stalled
zachytil	intercepted
volať	callin
volať	call
volať	calling
partizáni	partisans
okruhy	circuits
vyrovnať	cope
vyrovnať	equalise
vyrovnať	settle
vyrovnať	offset
voliť	vote
voliť	elect
vitamínu	vitamin
mapu	map
nepravidelný	irregular
anjeli	angels
zázrak	miracle
jezuitov	jesuits
stáročia	centuries
pozdĺžne	longitudinally
pozdĺžne	longitudinal
novi	novi
príspevku	post
tachov	tachov
fotografické	photographic
discogs	discogs
platný	valid
arnaud	arnaud
dvojité	double
dvojité	dual
striedanie	rotation
striedanie	substitution
zber	harvest
zber	collection
zber	harvesting
kingston	kingston
poliakov	poles
dialekty	dialects
robbie	robbie
vyhlasuje	declares
düsseldorf	düsseldorf
vieux	vieux
znížená	decreased
znížená	reduced
spojky	clutches
spojky	couplings
riešené	addressed
írske	irish
kladne	positively
slobôd	liberties
slobôd	freedoms
maska	mask
zvýšené	increased
zvýšené	elevated
flámsko	flanders
vianočné	christmas
uznáva	recognises
uznáva	acknowledges
def	def
vita	vita
sudán	sudan
zum	zum
explicitne	explicitly
explicitne	explicit
pennettová	pennetta
silách	silos
plynule	continuously
plynule	fluent
plynule	fluently
dvb	dvb
hmotností	masses
množstvá	amounts
množstvá	quantities
množstvá	quantity
dosiahnuté	achieved
dosiahnuté	accomplished
dosiahnuté	attained
dosiahnuté	reached
rota	rota
ker	ker
mauzóleum	mausoleum
mia	mia
doom	doom
lynn	lynn
kilogramov	kilograms
vilém	vilém
eden	eden
úmrtí	deaths
hmotné	tangible
vlasta	vlasta
vrážd	homicide
vrážd	murders
sled	sled
predniesol	uttered
problematické	problematic
každopádne	anyway
každopádne	anyways
turisti	tourists
lambert	lambert
kilometre	kilometres
kilometre	mileage
kilometre	miles
kilometre	kilometers
magura	magura
krvácanie	bleeding
krvácanie	haemorrhage
oslobodili	exonerated
záväzky	liabilities
záväzky	obligations
záväzky	commitments
súdov	courts
berry	berry
pozorovaný	observed
jedinečné	unique
pigott	pigott
únik	leak
únik	leakage
únik	escape
koza	goat
mesnil	mesnil
stalingrad	stalingrad
zdrojoch	resources
diaľkové	remote
moi	moi
korn	korn
maxima	maxima
mzda	salary
mzda	wage
mzda	wages
smútku	sadness
smútku	mourning
sol	sol
césar	césar
émile	émile
harvey	harvey
zabránilo	prevented
zabránilo	avoided
vzájomná	mutual
patriť	belong
pleistocén	pleistocene
skryť	hide
aubin	aubin
jankovićová	janković
eura	euro
delo	cannon
náročná	challenging
náročná	demanding
odkedy	since
symbolický	symbolic
cestovné	fare
cestovné	travel
cestovné	cruising
cestovné	fares
jimi	jimi
zbore	choir
zálohy	advances
zálohy	backups
zálohy	backup
integrované	integrated
odvolal	appealed
cbs	cbs
beatrix	beatrix
gene	gene
šaty	dress
šaty	dresses
šaty	clothes
descartes	descartes
ponechať	retain
ponechať	keep
recenzia	reviews
poradia	ranking
výlet	trip
infekčné	infectious
irving	irving
berdych	berdych
jamy	pits
jamy	yams
príloha	attachment
príloha	annex
transformácia	transformation
transformácia	transformations
osadníkov	settlers
osadníkov	squatters
bonnie	bonnie
andorra	andorra
mallorca	mallorca
milton	milton
dostupnosť	availability
dostupnosť	accessibility
bránil	defended
claudia	claudia
pera	pen
sprievodcu	guide
sprievodcu	conductor
prenasledovanie	stalking
prenasledovanie	pursuit
prenasledovanie	persecution
cool	cool
richards	richards
priam	priam
biotopov	habitats
biotopov	habitat
cudzincov	foreigners
suzuki	suzuki
optika	optics
kritéria	criterion
kritéria	criteria
mechanická	mechanical
primitívne	primitive
dominantné	dominant
modernizácia	upgrade
modernizácia	upgrading
modernizácia	modernization
modernizácia	modernisation
krížová	cross
ashley	ashley
zakázaná	forbidden
zakázaná	prohibited
zakázaná	banned
pravidelná	regular
nowy	nowy
focke	focke
vypočítať	compute
vypočítať	calculate
vypočítať	calculated
vypočítať	calculator
vírusom	virus
aix	aix
matrix	matrix
hermes	hermes
albedo	albedo
preferencie	preferences
preferencie	preference
foster	foster
gfdl	gfdl
nula	zero
ostrá	fierce
ostrá	sharp
zdeno	zdeno
bristol	bristol
likvidáciu	disposal
magnum	magnum
predsedníctvo	chairmanship
predsedníctvo	bureau
predsedníctvo	presidium
predsedníctvo	presidency
vrah	killer
vrah	murderer
canis	canis
goes	goes
novgorod	novgorod
dominikánskej	dominican
etnických	ethnic
závery	conclusions
konzul	consul
henderson	henderson
deliť	divide
messenger	messenger
nosnosť	deadweight
psychické	psychological
psychické	psychiatric
fabrice	fabrice
azerbajdžan	azerbaijan
odseku	paragraph
prstov	fingers
doplnok	complement
doplnok	accessory
doplnok	supplement
doplnok	appendix
doplnok	addendum
jerzy	jerzy
inšpektor	inspector
cloud	cloud
uznania	recognition
zlomok	fraction
palmer	palmer
bývania	housing
iulia	iulia
priemyselný	industrial
vážil	weighed
optimus	optimus
butler	butler
havel	havel
jašterica	lizard
jezuita	jesuit
père	père
ústa	mouth
ústa	mouths
ares	ares
účty	bills
účty	accounts
šanca	chance
šanca	odds
hrsg	hrsg
sivá	gray
sivá	grey
moravec	moravec
pomohlo	helped
marty	marty
dubline	dublin
cestovať	travel
obmedzení	limitations
obmedzení	restrictions
blesk	flash
blesk	bolt
blesk	lightning
manifest	manifesto
kremeňa	quartz
prerušené	interrupted
prerušené	aborted
prerušené	discontinued
rss	rss
župan	gown
župan	robe
župan	bathrobe
platformu	platform
giro	giro
fdb	fdb
ajax	ajax
nastavenia	settings
nieminen	nieminen
genesis	genesis
spektrometer	spectrometer
cent	cent
cent	dime
oznámenie	announcement
oznámenie	notice
oznámenie	notification
oznámenie	communication
xaver	xaver
šťastné	happy
vítkovice	vítkovice
hubert	hubert
lucky	lucky
výhodné	convenient
výhodné	bargain
výhodné	advantageous
obrazok	picture
maľoval	painted
intervaloch	intervals
atribúty	attributes
lipsko	leipzig
komu	who
prielom	breakthrough
hannover	hannover
mramor	marble
zásadný	fundamental
pohlavných	genital
api	api
prekladá	translates
beaumont	beaumont
minulých	past
desiaty	tenth
zabraňuje	prevents
účastníkmi	participants
odpovedá	responds
sprevádzaný	escorted
pin	pin
vodivosť	conductivity
siemens	siemens
zjednotiť	unify
zjednotiť	unite
žiaka	pupil
emiráty	emirates
národností	nationalities
hoffman	hoffman
odchýlky	deviation
odchýlky	deviations
odchýlky	variations
náhradník	alternate
evolúcia	evolution
sheffield	sheffield
vyhlásiť	declare
medzera	whitespace
medzera	gap
priekopníkom	pioneered
šiesta	sixth
linkin	linkin
benneteau	benneteau
českými	bohemian
seal	seal
parma	parma
symbolicky	symbolically
zásada	principle
verne	verne
verne	faithfully
variantu	variant
pakistanu	pakistan
majer	majer
psychologické	psychological
širšieho	wider
realizovaný	realised
sústrediť	concentrate
sústrediť	focus
haven	haven
pripravujú	prepping
posolstvo	message
vystavená	exposed
ucho	ear
odborne	professionally
okrsok	precinct
okrsok	district
halo	halo
slon	elephant
exemplárov	specimens
atómová	atomic
lidové	lidové
batérií	batteries
nvidia	nvidia
samé	alone
prekladov	translations
stanford	stanford
bridlice	slate
eurodance	eurodance
zachytené	spotted
zachytené	seized
zachytené	captured
koryta	troughs
ist	ist
ist	tho
pomôcky	device
pomôcky	aids
pomôcky	tools
pomôcky	devices
svedkov	witnesses
slalom	slalom
tampere	tampere
nováčik	freshman
nováčik	newbie
nováčik	newcomer
nováčik	rookie
palivá	fuel
palivá	fuels
vykopávky	excavations
odporúčané	suggested
odporúčané	recommended
generátor	generator
betón	concrete
imre	imre
koristi	prey
chrome	chrome
skryté	hidden
štáb	headquarters
štáb	crew
ace	ace
pridanie	addition
pridanie	adding
spontánne	spontaneous
spontánne	spontaneously
rozdielov	differences
súper	rival
súper	opponent
kolégium	college
vyberá	selects
deutschland	deutschland
širší	wider
širší	broader
jacka	jack
picasso	picasso
zodpovedajúce	corresponding
zodpovedajúce	matching
hernández	hernández
masy	masses
prijatia	arrivals
rumunskom	romanian
rumunskom	romania
demokrati	democrats
vyvíjal	exerted
rukopisy	manuscripts
aktív	assets
leeds	leeds
výživy	nutrition
múdrosť	wisdom
atd	etc
priebežne	continuously
piliere	pillars
krvou	blood
dakujem	thanks
ochranca	defender
