категорија	category
зракоперки	actinopterygii
молби	pleas
стручното	vocational
абеба	ababa
парадигми	paradigms
лаудруп	laudrup
теј	tej
теј	tay
черепи	skulls
катализатори	catalysts
орта	orta
перници	pillows
хорови	choirs
боси	barefoot
боси	bossy
викторијанска	victorian
невидлив	invisible
карикатурист	cartoonist
бирократијата	bureaucracy
вазна	vase
мура	mura
ротирачки	rotating
инквизиција	inquisition
мјузикли	musicals
борна	borna
попер	popper
блох	bloch
киншаса	kinshasa
преуредување	makeover
упатена	heading
јадранот	adriatic
урива	collapses
допис	memo
куш	kush
поддржување	supporting
карла	carla
карла	karla
курск	kursk
непредвидливи	unpredictable
допирање	touching
допирање	tapping
алби	alby
повраток	reimbursement
повраток	rebate
кликнување	click
чувана	guarded
беседа	oration
препорачано	recommended
менувач	shapeshifter
менувач	shifter
заборав	oblivion
хаклбери	huckleberry
ефтимиј	euthymius
дополнува	complements
булгари	bulgari
штедачите	depositors
пул	poole
ффм	ffm
треперка	pipit
убедлив	persuasive
убедлив	convincing
ронсон	ronson
вознемирувачки	disturbing
појасни	clearer
тендер	tender
неискористена	unused
лудогорец	ludogorets
карловац	karlovac
акса	aqsa
евакуирани	evacuees
евакуирани	evacuated
микропроцесор	microprocessor
орест	orest
работодавци	employers
кардиналност	cardinality
раниери	ranieri
фром	fromm
гета	guetta
гета	geta
кајзерслаутерн	kaiserslautern
чун	chun
учеше	taught
гир	gere
томино	tomino
талија	talia
талија	thalia
радослав	radoslav
твое	yours
коментирајќи	commenting
перлмутер	perlmutter
британецот	brit
десничарски	rightist
ториум	thorium
маица	shirt
автентичност	authenticity
пепи	pepi
пепи	peppy
наводното	alleged
нојенгаме	neuengamme
робинка	slave
ѕвездичка	asterisks
овиедо	oviedo
еснаф	guild
статуетки	figurines
статуетки	statuettes
силистра	silistra
сопствеништво	ownership
уредничка	editorial
цигара	cigarette
цигара	cigar
хелсингборг	helsingborg
адсл	adsl
осаменост	loneliness
гимнастичарка	gymnast
долготрајните	lingering
митоза	mitosis
тектонска	tectonic
лавинија	lavinia
дебелн	döbeln
џена	jenna
меркатор	mercator
елегантен	elegant
дарси	darcy
осветлени	illuminated
паганството	paganism
дукс	dux
дукс	dukes
серфиџе	servia
шура	shura
зоки	joe
легура	alloy
телиња	calves
реагирале	reacted
азиз	aziz
мудро	wisely
мудро	wise
сенгор	senghor
отстапила	ceded
ингрид	ingrid
извршители	perpetrators
адријана	adriana
адријана	adrianna
погодности	amenities
праска	peaches
праска	peach
лиска	fishbone
спектакуларен	spectacular
крстарење	cruise
антибактериски	antifungal
ебро	ebro
зарази	infect
вилер	wheeler
додатокот	appendix
индивидуализам	individualism
таунс	townes
чувствувајќи	sensing
бур	bures
чакри	doodles
чакри	chakras
нетрпеливост	impatience
краснодар	krasnodar
рори	rory
мејси	macy
тун	thun
нан	nunn
висат	dangling
грацијан	gratian
гласал	voted
тенисон	tennyson
тироидната	thyroid
камин	fireplace
гардијан	guardian
антиквитети	antiquities
антиквитети	antiques
антиквитети	antiquity
контраразузнавање	counterintelligence
медуза	medusa
паднаа	fell
кони	kony
кони	connie
микелон	miquelon
хора	hora
шандау	schandau
палки	batons
кавендиш	cavendish
посакувана	desirable
калвино	calvino
потрес	concussion
резервирано	booked
резервирано	reserved
бродолом	shipwrecked
бродолом	shipwreck
хуи	huy
бетелгез	betelgeuse
богарт	bogart
реднап	redknapp
чичен	chichen
еретиците	heretics
ножици	scissors
ножици	shears
ножици	scissor
леопардите	leopards
вмеша	implicate
вмеша	interfered
парламентарно	parliamentary
малабо	malabo
спанаќ	spinach
торбичка	pouch
ореол	halo
ацетил	acetyl
мноштвото	multitude
менструација	menstruation
нубија	nubia
онтологија	ontology
неодамнешна	recent
роксана	roxana
вознесението	ascension
карбон	carbon
карбон	carbone
верноста	fidelity
верноста	allegiance
доерти	daugherty
доерти	doherty
пријам	priam
зделка	bargain
зделка	deal
невина	innocent
џунгла	jungle
хоуп	hope
трикала	trikala
пиперка	paprika
евнух	eunuch
малезиски	malaysian
ингушетија	ingushetia
герд	gerd
азотна	nitric
оснабрик	osnabrück
бериша	berisha
вреќи	sacks
