dhe	and
rrethanat	circumstance
rrethanat	circumstances
dramatike	dramatic
leopold	leopold
shprehja	expression
way	way
fije	strand
fije	thread
kolektive	collective
garë	race
prusisë	prussia
parlamentar	parliamentary
parlamentar	parliamentarian
bad	bad
bad	budd
distanca	distance
distanca	distances
dëshmor	martyr
vise	horrid
turizmi	tourism
selim	selim
edicioni	edition
cambridge	cambridge
matematikë	maths
matematikë	mathematics
matematikë	math
monumente	monuments
marco	marco
përshkruhet	described
shpeshherë	often
qëndrore	central
jork	york
universal	universal
saja	saya
mbështet	backs
mbështet	supports
socialist	socialist
përgjithmonë	forever
hani	hani
hani	eat
tregtar	commerce
tregtar	dealer
ekzistonte	existed
mesjetar	medieval
marino	marino
castro	castro
azur	azur
revolucionare	revolutionary
ntupdate	ntupdate
vargjet	verses
vargjet	lyrics
zbulon	reveals
zbulon	detects
argjendi	silver
auto	auto
hënë	moon
topin	ball
singh	singh
harruar	forgotten
harruar	forgot
faktorë	factors
lumenjtë	rivers
lugë	spoons
lugë	spoon
pjellore	fertile
përbërëse	constituent
play	play
shëndetësor	health
rtsh	rtsh
punësuar	employed
punësuar	hired
përkohësisht	temporarily
boton	publishes
ese	essay
ese	essays
prezent	present
shala	shala
ekspozitë	exhibit
ekspozitë	exhibition
kryera	committed
kritikë	criticism
kritikë	critics
kritikë	critical
zelanda	zealand
kujdesin	caring
takimi	meeting
law	law
psikologjike	psychological
patrick	patrick
rurale	rural
shqiponja	eagle
shqiponja	eagles
vullnetare	voluntary
vullnetare	volunteer
lideri	leader
gjet	found
brown	brown
kontribute	contributions
naruto	naruto
patriot	patriotic
patriot	patriot
patriot	patriots
propozuar	proposed
solo	solo
gjethet	leaves
shuma	sum
shuma	sums
shuma	amount
sportiv	sporty
hekuri	iron
rks	rks
tulla	bricks
tulla	brick
nata	night
ryūkyū	ryūkyū
komunal	municipal
kushtetuta	constitution
kundërta	opposite
veprimeve	actions
pjesëmarrjen	participation
beni	beni
beni	ben
beni	benny
mini	mini
koncept	concept
veçori	feature
transporti	transportation
transporti	transport
transporti	shipping
arrit	reached
arrit	achieved
mjafton	enough
mjafton	suffice
organi	organ
kelmendi	kelmendi
azi	asia
artificiale	artificial
thirrur	summoned
michelangelo	michelangelo
munich	munich
rregulla	rules
rregulla	rule
her	hare
portugali	portugal
hapat	footsteps
hapat	steps
versionin	version
llogaritur	calculated
llogaritur	estimated
thone	say
zgjatur	extended
zgjatur	prolonged
zgjatur	stretched
përndryshe	otherwise
kryerjen	performing
kryerjen	committing
kanal	canal
kanal	sewer
kanal	channel
sporti	sport
sporti	sports
arena	arena
ruan	preserves
ruan	ruan
shënohet	marked
taylor	taylor
detar	marine
detar	maritime
llogari	account
provincë	province
internazionale	internazionale
hadith	hadith
televizion	television
mendore	mental
shkuan	went
femër	female
buron	stems
gaz	gas
shpirtëror	spiritual
lejohet	permitted
lejohet	allowed
matur	measured
pothuaj	almost
identifikuar	identify
identifikuar	identified
kualifikuar	qualifying
kualifikuar	qualify
kualifikuar	qualified
zbatuar	implement
zbatuar	implemented
mjedisi	environment
spital	hospital
revistë	magazine
kthimi	return
kthimi	homecoming
çfarëdo	whatever
disi	somehow
disi	somewhat
kompleksi	complex
rtk	rtk
andré	andré
hasani	hasani
original	original
ushqimi	food
ushqimi	nutrition
përkthim	translation
animuar	animated
magnetik	magnetic
minerale	minerals
minerale	mineral
shpresë	hope
miss	miss
qielli	heaven
qielli	sky
botimet	editions
botimet	publications
vezë	eggs
vezë	egg
pajisjet	equipment
pajisjet	gear
pajisjet	devices
porto	porto
mundësia	chance
mundësia	possibility
fshatarët	peasants
fshatarët	villagers
drejton	runs
bleu	purchased
jugosllav	yugoslav
pasurinë	richness
luftuan	fought
punëtorëve	workers
ushtrive	armies
ushtrive	militaries
rënien	decline
tipare	traits
tipare	features
paolo	paolo
projekteve	projects
utrecht	utrecht
individëve	individuals
ekipe	teams
jashtëzakonshëm	extraordinary
konsiderueshëm	sizeable
konsiderueshëm	considerable
aktivist	activist
aplikuar	applied
planeti	planet
vrioni	vrioni
drini	drini
serbëve	serbs
rreziku	risk
rreziku	danger
ndikimit	influence
shënim	note
shpresa	expectations
shpresa	hope
hill	hill
financiar	financial
agjencia	agency
sekrete	secrets
sekrete	secret
duhanit	tobacco
sulmuar	attacked
dei	dei
shtylla	pillars
miq	friends
turne	tournament
turne	tour
turne	tournaments
ndërmarrje	company
ndërmarrje	companies
ndërmarrje	enterprises
ndërmarrje	venture
ndërmarrje	enterprise
paguar	paid
monografi	monograph
oqeani	ocean
empire	empire
kompjuteri	computer
carlo	carlo
pushtoi	invaded
komanda	command
managerclubs	managerclubs
freskët	fresh
kompanitë	companies
tipik	typical
gjethe	leaves
gjethe	leaf
sekret	secret
miliard	billion
harri	harry
cat	cat
franklin	franklin
kujtimet	memories
konica	konica
largimit	severance
largimit	dislocation
publiku	audience
publiku	public
sulmuan	assaulted
sulmuan	stormed
sulmuan	attacked
aftësia	ability
pyjeve	forestry
shkatërrimin	collapse
kupton	understand
jugperëndim	southwest
krishti	christ
monumentet	monuments
amtare	native
via	via
plotësuar	complete
plotësuar	completed
serbisht	serbian
must	must
magjike	magic
magjike	magical
autoritet	authority
kani	kani
kastrati	kastrati
kodrat	hills
përpunimit	processing
qytetërimit	civilisation
kryesuar	headed
emërtimi	denomination
romane	novels
test	test
ndihma	help
karakteri	character
hëna	moon
vaakuna	vaakuna
princesha	princess
kualifikuese	qualifying
kualifikuese	qualifier
hamilton	hamilton
ford	ford
obito	obito
bërthama	core
bërthama	nucleus
treti	thirdly
argument	argument
momenti	moment
nordrhein	nordrhein
zakonet	habits
zakonet	customs
nesh	nash
nesh	us
rafael	rafael
aziz	aziz
joe	joe
masiv	mass
masiv	massive
gazetat	newspapers
prap	again
alonso	alonso
respekt	respect
oborrit	courtyard
oborrit	yard
gryka	ravines
gryka	stampede
audio	audio
carolina	carolina
mjeku	medic
sjellje	behavior
made	made
potter	potter
ëmbël	sweet
rgb	rgb
përfaqësojnë	represent
ndërtim	construction
produkt	product
petrit	buzzard
florida	florida
distancë	distance
dorëheqjen	resignation
paqësor	pacific
paqësor	peaceful
mir	mir
personazh	character
produkte	products
dragon	dragon
kalimit	crossing
ngurtë	rigid
girl	girl
frekuenca	frequency
shkaqet	causes
rrymë	stream
arabia	arabia
arabia	saudi
martohet	marry
martohet	marries
martohet	wed
krime	crimes
parlamentin	parliament
zëvendës	deputy
boston	boston
industri	industries
industri	industry
luftonin	fightin
përzierje	alloy
përzierje	mix
përzierje	mixture
përzierje	composite
valët	waves
belgjikë	belgium
integruar	integrated
gurët	stones
gurët	pebbles
gurët	rocks
kulti	cult
përsosur	perfect
përsosur	flawless
universale	universal
shquhet	looms
kamera	camera
letrat	cards
letrat	letters
letrat	papers
rosa	ducks
rosa	rosa
rosa	duck
num	num
agron	agron
oise	oise
jim	jim
tela	wire
tela	wires
tela	strings
argumentet	tokens
argumentet	arguments
vritet	killed
rrethinat	suburbs
hije	shadows
hije	shadow
hije	shade
rey	rey
chris	chris
kombi	nation
murin	wall
arsyet	reasons
dituria	knowledge
dije	knowledge
vrasja	murder
vrasja	assassination
vrasja	slaughter
vrasja	killing
pilot	pilot
abd	abd
kapiteni	captain
georg	georg
unik	unique
gjeologjike	geological
metalike	metallic
champagne	champagne
dhomës	roommate
lópez	lópez
jani	jani
roussillon	roussillon
preferuar	favorite
preferuar	preferred
garcía	garcía
luftarak	combat
dënimi	sentencing
dënimi	punishment
dënimi	sentence
auch	ouch
aleanca	alliance
sinjali	signal
shkollimin	schooling
shkollimin	tuition
qing	qing
china	china
qellim	purpose
vlerësohet	appreciated
vlerësohet	evaluated
lëng	juice
lëng	liquid
single	single
luca	luca
shpëtim	salvation
shpëtim	rescue
eshtrat	bones
përmirësimin	upgrade
përmirësimin	improving
skuadër	squad
skuadër	team
indo	indo
asistent	assistant
ahmeti	ahmeti
sin	sin
bullgari	bulgaria
hot	hot
ray	ray
suksesi	success
teoritë	theories
gjakova	gjakova
qëndrueshëm	steady
qëndrueshëm	stable
pervec	except
pervec	besides
gropa	pit
pije	drink
pije	drinks
kandidat	candidate
veçoritë	attributes
veçoritë	features
elektronik	electronic
kujtime	memories
mahmud	mahmud
mahmud	mahmoud
ficus	ficus
iran	iran
bashke	together
vendbanimeve	settlements
bosnja	bosna
bosnja	bosnia
nicholas	nicholas
ushtar	soldier
natyrale	natural
franco	franco
tiparet	features
përgjegjësi	responsibility
cia	cia
cia	cla
ndërtesat	buildings
bashkëpunimi	collaboration
anash	sideways
anash	aside
diell	sun
katolikë	catholic
katolikë	catholics
gërmimet	excavation
gërmimet	excavations
marina	navy
marina	marina
brazilian	brazilian
hyjnor	stellar
hyjnor	divine
languedoc	languedoc
banore	resident
paulo	paulo
mundësitë	odds
mundësitë	options
mundësitë	opportunities
tokugawa	tokugawa
karrierë	career
lorenzo	lorenzo
medalja	medal
dëshmuar	witnessed
prirje	trend
prirje	flair
azia	asia
rusisht	russian
são	corinthians
shkencëtarët	scientists
njohin	recognize
njohin	recognise
gabriel	gabriel
çast	instant
ngadalë	slowly
krijuese	creative
tel	wire
tel	tel
kanali	canal
kanali	channel
katrorë	squares
novela	novel
presion	pressure
georgia	georgia
vendosin	decide
kennedy	kennedy
pah	highlighted
mendje	mind
front	front
pazarit	pazar
trete	third
simbolet	symbols
simbolet	characters
adam	adam
asturias	asturias
zgjidhur	resolved
zgjidhur	solved
zgjidhur	sorted
santos	santos
ndjenjat	feelings
lewis	lewis
frankfurt	frankfurt
efektive	effective
stephen	stephen
situatë	situation
mjekësi	medicine
trupore	bodily
luksemburgut	luxembourg
shkaqe	causes
prane	beside
prane	near
respektuar	respected
mashkull	male
bedri	bedri
ulqini	ulcinj
skuadrat	squads
skuadrat	teams
diego	diego
greko	greco
qafës	vein
merita	credited
merita	merit
ismaili	ismaili
ismaili	ishmael
frymën	breath
britani	britain
britani	brittany
ishuj	islands
mundën	defeated
vetën	myself
vetën	yourself
teknikat	techniques
bruno	bruno
roger	roger
urim	urim
krujë	krujë
mar	mar
wilson	wilson
besonin	believed
power	power
përfaqësuesve	representatives
münchen	münchen
arta	arta
qarkullim	circulation
adn	dna
shitje	sale
shitje	sales
derdhet	spilled
lulet	flowers
lulet	poppies
pranohet	accepted
treta	third
mehmed	mehmed
vjeter	old
westfalen	westphalia
charente	charente
flora	flora
imazhe	images
konflikti	conflict
kullë	tower
kombinuar	combined
plaku	elder
adriatikut	adriatic
edukimi	education
penallti	penalty
tregues	indicator
wurde	wurde
forcimin	tightening
forcimin	strengthening
galeria	galeria
galeria	gallery
british	british
mbrojti	defended
pronësi	owned
kolë	kole
nusja	bride
monako	monaco
skenarist	screenwriter
marku	marke
marku	mark
andrew	andrew
trajtimi	handling
trajtimi	treatment
trajtimi	tackling
mjeshtri	master
brishtë	fragile
miliona	millions
suedez	swedish
suedez	swede
albumet	albums
lisi	lisi
lisi	oak
tere	tere
syri	eye
inc	inc
komunistët	communists
men	men
mbrëmje	evening
overijssel	overijssel
komunitet	community
varre	graves
sinan	sinan
drejtuesit	executives
personalitet	personality
kampionat	championship
optike	optical
thelb	essence
grande	grande
shtëpiake	housewife
stacioni	station
sokol	sokol
tradicionalisht	traditionally
rodríguez	rodríguez
tokësor	terrestrial
femërore	feminine
femërore	womanly
fise	tribesmen
fise	tribes
baix	baix
halili	halili
qenie	beings
përdoruesve	users
diana	diana
indiane	indian
koordinatat	coordinates
operacioni	operation
kështjellë	castle
math	maths
math	math
michigan	michigan
hedh	sprinkle
hedh	throw
hedh	throws
kali	kali
kali	horse
leo	leo
puntori	workman
disk	disc
disk	disk
disk	buff
arsenal	arsenal
chalukya	chalukya
gjiri	gulf
gjiri	bay
madhështore	magnificent
rikthehet	returns
rikthehet	restored
bush	bush
regjionale	regional
regjionale	regionals
queen	queen
ernst	ernst
kontributi	contribution
nëntokësore	underground
nëntokësore	subterranean
tensioni	tension
komunikim	communication
johan	johann
johan	johan
kujton	reminds
kujton	recalls
vetjake	selfish
negativ	negative
mergedrow	mergedrow
lisa	lisa
mbajtjen	maintaining
mbajtjen	retention
demi	demi
demi	taurus
demi	bull
kuran	koran
thekson	highlights
përvoja	experience
arritjet	achievements
arritjet	accomplishments
zgjuar	awake
zgjuar	smart
mesdhe	mediterranean
njoftoi	announced
pasoja	consequences
pasoja	implications
pasoja	fallout
pasoja	consequence
scott	scott
basha	basha
gjilani	gjilan
bullgar	bulgarian
burundi	burundi
thirr	call
sun	sun
mare	mare
zgjedh	chooses
zgjedh	choose
zgjedh	elects
ruajtjes	conservation
ruajtjes	storage
burgos	jailed
burgos	jails
ore	hour
tereza	teresa
tereza	theresa
pietro	pietro
tridhjetë	thirty
besoj	believe
administratën	administration
dedikuar	dedicated
dyert	doors
ngritja	establishment
boris	boris
pjekur	ripe
pjekur	matured
pjekur	mature
pjekur	roasted
pjekur	baked
mundësuar	enabling
mundësuar	enable
mundësuar	enabled
propozoi	nominated
propozoi	proposed
verlag	verlag
tension	tension
tension	voltage
basse	basse
identitetin	identity
liverpool	liverpool
atlético	atlético
aleatët	allies
porti	port
bijtë	sons
mposhtur	defeated
fazat	phases
fazat	stages
mohammad	mohammad
botime	publications
zum	zum
manageryears	manageryears
shikuar	watching
shikuar	watched
shkrimtarët	writers
folklorit	folklore
qarqeve	circuits
gray	gray
finalja	finale
finalja	final
heroike	heroic
lumenj	streams
lumenj	rivers
mënyrat	ways
rrënojat	ruins
premtuar	promised
prezantuar	introduced
prezantuar	introduce
prezantuar	presented
statusi	status
pikëpamjet	views
falas	free
fituesi	winner
niset	departs
niset	departing
fron	throne
pritje	waiting
pritje	anticipation
pritje	reception
orientuar	oriented
terry	terry
hercegovinë	herzegovina
groningen	groningen
dallimi	difference
osmanëve	ottomans
specie	species
teatrale	theatrical
koncert	concert
ret	ret
pikturuar	painted
qiellit	sky
sam	sam
howard	howard
komb	nation
jimmy	jimmy
siguroi	secured
contentcat	contentcat
direkte	direct
ideal	ideal
izoluar	insulated
izoluar	isolated
varros	bury
juglindor	southeast
juglindor	southeastern
par	par
temperaturat	temperatures
rika	rica
fizika	physics
suksese	successes
suksese	success
takohen	meet
rrafshin	plains
chicago	chicago
nate	nate
nate	night
place	place
illinois	illinois
ligje	laws
vendlindjen	hometown
besimtarëve	believers
megjithë	despite
mandat	mandated
mandat	warrant
mandat	mandate
band	band
vllaznia	shkodër
klasifikimi	leaderboard
klasifikimi	classification
redakto	edit
shëndetin	health
kërkimet	searches
kërkimet	inquiries
prodhojnë	produce
qendrave	centres
hautes	hautes
rrjedha	stream
metropolitane	metropolitan
inxhinieri	engineering
inxhinieri	engineer
burgim	imprisonment
luksemburg	luxembourg
administrata	administration
karakterizuar	validated
fill	phil
fill	yarn
versione	versions
bruksel	brussels
trofe	trophy
trofe	trophies
hartimin	drafting
hartimin	compiling
digital	digital
lëvizur	moved
nuses	bridesmaids
marsi	mars
brigada	brigades
brigada	brigade
konsiston	consists
argumente	arguments
pasues	followers
sekonda	seconds
family	family
njëqind	hundred
dali	dali
luftime	fighting
car	czar
favorshme	favourable
favorshme	favorable
alan	alan
guy	guy
muhammedi	muhammad
gjeometrike	geometric
veçuar	detached
veçuar	marginalised
wikitext	wikitext
dekada	decades
dekada	decade
double	double
izraeli	israel
gazetari	journalism
gazetari	journalist
gazetari	reporter
basel	basel
kovil	kovil
shkurtë	short
shkrimtarë	writers
rrjedhë	flow
rrethimi	siege
sheqer	sugar
konkrete	concrete
shpjeguar	explain
shpjeguar	explained
april	april
polake	polish
matematikore	mathematical
armik	enemy
armik	foe
jugosllavia	yugoslavia
masakra	massacre
masakra	slaughter
alfabeti	alphabet
intensive	intense
vdesin	die
siri	syria
siri	siri
iranit	iran
ekuacionet	equations
rezistencë	resistance
sukseset	successes
hong	hong
zgjerimi	expansion
zgjerimi	enlargement
fondacioni	foundation
intervistë	interview
simone	simone
shikon	see
rezultoi	resulted
hoxhë	khawaja
renditur	ranked
renditur	listed
vienne	vienne
argeş	argeș
stone	stone
kate	kate
gjoja	supposedly
gjoja	allegedly
rradhë	queue
planetit	planet
fisnik	noble
fisnik	gents
përfaqësuesi	representative
deklarata	declarations
deklarata	statements
deklarata	statement
deklarata	declaration
nipi	nephew
nipi	grandson
novi	novi
rudolf	rudolph
rudolf	rudolf
funksionale	functional
personazhe	characters
vietnam	vietnam
koncerte	concerts
geschichte	geschichte
zviceran	swiss
rend	order
ambasadorëve	ambassadors
pikturat	paintings
emblema	emblems
emblema	emblem
subjekti	subject
form	form
sierra	sierra
rreptë	strict
kalonin	passed
bajrami	bajrami
bajrami	eid
verilindor	northeastern
verilindor	northeast
tmerrshme	terrible
luaj	play
automatikisht	automatically
fashist	fascist
shtruar	paved
antoni	anthony
antoni	antoni
kriza	crisis
guvernatori	governor
përmbante	contained
rome	roma
sektori	sector
faltore	shrine
faltore	chapel
pseudonimin	nickname
full	full
bukë	bread
epike	epic
shtepi	home
shtepi	house
stokholm	stockholm
festë	party
arkitekt	architect
samuel	samuel
ëndërr	dream
gjithësesi	anyway
shkruaj	write
adelina	adelina
nevojshëm	needed
nevojshëm	necessary
gold	gold
autoriteti	authority
fushata	campaigns
fushata	campaigning
fushata	campaign
gëzuar	cheers
gëzuar	happy
profesion	profession
portreti	portrait
portreti	iconic
lis	lis
prek	touch
prek	touches
pyet	ask
pyet	asking
pyet	asks
