yra	is
būstas	dwelling
būstas	accommodation
būstas	dwellings
usns	usns
andrejevas	andreyev
ipairs	ipairs
eisena	gait
imtuvas	receiver
tarantino	tarantino
nuoma	renting
nuoma	hire
nuoma	rent
nuoma	rental
nuoma	lease
kaimynas	neighbour
kaimynas	neighbor
idzu	izu
zbigniew	zbigniew
pirštas	finger
jacqueline	jacqueline
bėgiai	rails
vėžiagyviai	crustaceans
ortega	ortega
mex}}	mex}}
skl	skl
ide	ide
mandela	mandela
kiribačio	kiribati
colo	colo
giallo	giallo
morrison	morrison
noriai	willingly
jūreiviai	seamen
kamskis	kamsky
naukowe	naukowe
français	français
spartą	sparta
likučių	residue
karelų	karelian
seule	seoul
elfai	elves
tuberkuliozė	tuberculosis
kaganatas	khaganate
udinese	udinese
grafinio	graphic
džimis	jimmy
swansea	swansea
horizontas	horizon
miškininkystė	forestry
tarpininkavimo	intermediation
tarpininkavimo	mediation
patogi	comfortable
uždirbti	earn
apmokestinimo	taxation
subpage	subpage
hodžkino	hodgkin
katryklis	catshark
stebėtojai	observers
abdullah	abdullah
avenir	avenir
išgyvenimo	survival
autostrada	autostrada
valdis	valdis
granata	grenade
jin	jin
polineziečiai	polynesians
sidney	sydney
turtai	fortunes
minia	crowd
kalbotyra	linguistics
mans	mans
eksperimentavo	experimented
teisėta	legitimate
gražūs	nice
sinensis	sinensis
palustris	palustris
ošo	rajneesh
milius	milius
kontūrai	outline
togas	togo
priešnugarėlė	prothorax
reputacija	reputation
užutėkis	sund
autobiografija	autobiography
nuolaidų	concessions
derva	gum
derva	resin
lingvistiškai	linguistically
briaunainis	polyhedron
mira	mira
choleros	cholera
madeiros	madeira
daiktavardis	noun
polina	polina
krokodilai	crocodiles
eldorado	eldorado
joninių	midsummer
pakartas	hanged
auxerre	auxerre
seneliai	grandparents
įrašymas	recording
devi	devi
betty	betty
gibson	gibson
grevenmacher	grevenmacher
fenerbahçe	fenerbahçe
šonkaulių	ribs
šonkaulių	rib
#ffcc	#ffcc
panda	panda
stebuklas	miracle
neigimas	denial
spalvoti	colored
redakcinė	editorial
mėgstamiausias	favourite
mėgstamiausias	favorite
encyklopedia	encyklopedia
rudolfo	rudolfo
švarus	clean
rowland	rowland
sankirtos	intersection
arno	arno
pašonėje	backside
zuzana	zuzana
rojų	paradise
coffea	coffea
triptikas	triptych
tiriamas	studied
neapykanta	hatred
neapykanta	hate
lyja	raining
elitas	elite
diržas	belt
brien	brien
australianopenresult	australianopenresult
sms	sms
knowles	knowles
ešerys	perch
metano	methane
arekipos	arequipa
massimo	massimo
botnijos	bothnia
kirk	kirk
clinton	clinton
donato	donato
biurų	offices
matavimas	measuring
matavimas	measurements
matavimas	metering
matavimas	measurement
heraldika	heraldry
vairuotojų	drivers
pomidorų	tomato
buriatų	buryat
sandėlių	warehouses
sūriai	cheeses
žydėjimas	blooms
uagadugu	ouagadougou
romo	rum
gliese	gliese
herbarz	herbarz
aleutų	aleutian
rcd	rcd
gura	góra
išimtys	exceptions
išimtys	exclusions
išimtys	exemptions
šviečia	shines
kri	kree
pateikimas	submission
flavijus	flavius
mmorpg	mmorpg
spinduliuotė	radiation
leopardas	leopard
dokumentacijos	documentation
dviračiu	cycling
monografijos	monographs
usopenresult	usopenresult
romanovas	romanov
triušiai	rabbit
rembrantas	rembrandt
klonų	clones
hab	hab
moldavų	moldavian
konfigūracija	configuration
shannon	shannon
boružė	ladybird
granatos	grenades
augintojai	breeders
naga	naga
degtinė	vodka
imunitetas	immunity
wells	wells
žodynų	vocabularies
horst	horst
laurence	laurence
atspindys	reflection
fotografė	photographer
specialistams	professionals
brassicaceae	brassicaceae
aklas	blind
siūlai	yarn
díaz	díaz
akušerijos	midwifery
ironija	irony
vavelio	wawel
transplantacija	transplantation
transplantacija	transplant
priesaika	oath
slankstelio	vertebra
linai	flax
guillaume	guillaume
sunaikinimas	destruction
gaktos	pubic
cliftonville	cliftonville
kapiliarų	capillary
sampdoria	sampdoria
džamu	jammu
continental	continental
fosfatų	phosphate
fosfatų	phosphates
plakatai	posters
plakatai	fav
jura	jura
karel	karel
metodologija	methodology
džiuljeta	juliet
respublikose	republics
nacionalizmas	nationalism
aug	aug
zoran	zoran
čekai	czechs
routledge	routledge
andersen	andersen
twitter	twitter
banginis	whale
skydai	boards
šonu	sideways
skolininko	debtor
patarėjai	advisers
turbinos	turbines
stela	stella
paleologas	palaiologos
pigiau	cheaper
karvė	cows
karvė	cow
mandatas	mandate
frenchopenresult	frenchopenresult
ribojimas	restriction
pluta	crusts
likusiam	ordering
džiaugsmo	joy
zeiss	zeiss
adobe	adobe
failas	file
mer	mer
meškutė	moth
elgėsi	behaved
neteisingas	incorrect
ardo	erodes
philipp	philipp
siekiai	aspirations
alkūnės	elbows
twente	twente
dargis	dargis
bate	bate
seine	seine
mieško	mieszko
luisana	luisana
kvadratas	division
turkmėnija	turkmenistan
dharma	dharma
alvaro	alvaro
jānis	jānis
tenesio	tennessee
ginčytinas	contentious
mekas	mekas
alegorija	allegory
mesa	mesa
kinematografija	cinematography
bruklino	brooklyn
gent	gent
varlė	frog
klounas	clown
neutralumo	neutrality
krus	krus
bachtinas	bakhtin
liucernos	lucerne
uniformas	uniforms
mauser	mauser
sprogimai	explosions
averse	averse
pilkapis	tumulus
obi	obi
nevienodas	unequal
vip	vip
archimedo	archimedean
wimbledonresult	wimbledonresult
pomidorai	tomato
pomidorai	tomatoes
pasisekė	lucky
žiaurus	vicious
žiaurus	brutal
paramore	paramore
cichlidae	cichlidae
įspūdinga	impressive
įspūdinga	spectacular
mielai	gladly
buena	buena
samurajus	samurai
kups	kuopion
adalbertas	adalbert
antikūnų	antibody
emmanuel	emmanuel
eksportuojami	exports
eksportuojami	exported
gre	gre
bim	bim
trukdyti	obstruct
trukdyti	disturb
trukdyti	impede
labas	hi
labas	hey
netinkama	unfit
atstatymas	restoration
vanagai	hawks
uml	uml
kištis	interfere
demokratinėje	democratic
kabeliai	cables
kabeliai	cable
rapsų	rape
ligūrijos	liguria
adaptacijos	adaptations
katarina	katarina
verslininkė	businesswoman
ruošos	logging
kamuoliukas	baseball
lūžių	fractures
lūžių	fracture
butai	flats
maliarija	malaria
advokatai	lawyers
agripa	agrippa
kapitonai	masters
kapitonai	captains
chunino	junín
hansen	hansen
stanfordo	stanford
whitney	whitney
pojūčius	sensations
gugenheimo	guggenheim
nustebino	amazed
kraujavimas	bleeding
kraujavimas	haemorrhage
fermentas	enzyme
adatos	needle
gabriele	gabriele
forbes	forbes
preparatas	preparation
granatų	pomegranate
veltui	wasted
nusipelnė	deserves
nusipelnė	deserved
suplanuotas	hoax
viridis	viridis
vasalas	vassal
rubens	rubens
šešėliai	shadows
pasirūpinti	arrange
timeaxis	timeaxis
žmogžudysčių	murders
ekosistemos	ecosystems
jogailaitė	jagiellon
bara	bara
pradešas	pradesh
sraigtasparnio	helicopter
abejonės	doubt
abejonės	doubts
kopijas	copies
stumia	pushing
tolerancija	tolerance
pasodinti	planted
stéphane	stéphane
benetton	benetton
burtininkų	wizards
registracija	registrations
registracija	registration
asirai	assyrians
gaisrai	fires
nykštukas	midget
raja	skate
artsy	artsy
sklypai	parcels
didvyriai	heroes
soli	soli
étienne	étienne
gebėjimai	capabilities
bernardino	bernardino
tara	tara
kiauliena	pork
borisov	borisov
trieste	trieste
xxv	xxv
ontarijas	ontario
bronzinė	troilus
luizianos	louisiana
bosch	bosch
švieži	fresh
delegatai	delegates
matteo	matteo
delo	delian
protingas	clever
protingas	intelligent
vienuolės	nuns
undef	undef
priemaiša	impurity
imuniteto	immunity
lizdai	sockets
pamokslų	sermons
maui	maui
teisėtai	legally
meilužė	mistress
delis	delhi
kriaušių	pear
kriaušių	pears
karbonatas	carbonate
žiburiai	lights
akcininkai	shareholders
rajos	stingray
pranciškonai	franciscan
walther	walther
naujovė	novelty
naujovė	innovation
nogajų	nogai
ava	ava
atveria	opens
grove	grove
jung	jung
cartier	cartier
mhnt	mhnt
padažu	sauce
troškimas	desire
yucca	yucca
ežys	hedgehog
perlai	pearls
linkstama	embossed
portadown	portadown
timbaland	timbaland
paruošimas	preparation
triumfas	triumph
samarkando	samarqand
ursula	ursula
actinidia	actinidia
andersson	andersson
baba	baba
testcases	testcases
sikstas	sixtus
stovyklavietės	campsite
gianni	gianni
marienburgo	malbork
pojūtis	sensation
premjerą	premier
demokratiškai	democratically
viršila	quartermaster
importuoti	imported
rodgers	rodgers
chloro	chlorine
fenech	fenech
įspūdingų	striking
hibridai	hybrids
buteliai	bottles
nicholson	nicholson
naktiniai	bedside
guobų	elm
apledėjimo	icing
saudas	saud
tobulas	perfect
konkurentas	rival
konkurentas	competitor
vikšras	caterpillar
ángel	ángel
utar	uttar
falenopsis	phalaenopsis
antonov	antonov
leko	leko
nuestra	nuestra
aimarų	aymara
daugiskaita	plural
lervų	larvae
cdu	cdu
dodekaedras	dodecahedron
gbe	gbe
lokomotive	lokomotive
lcs	lcs
yamaha	yamaha
gorica	gorica
vinci	vinci
pečius	shoulders
genealogia	genealogia
rezonanso	resonance
volvo	volvo
graužikai	rodent
graužikai	rodents
andai	andes
pagalvės	pillow
kauliukai	dice
drumcondra	drumcondra
izoliuoti	insulated
trinties	friction
ščecino	szczecin
cronquist	cronquist
tikslūs	accurate
naudingumo	utility
likvidavimo	liquidation
christine	christine
butelis	bottle
ruch	ruch
milton	milton
deutsch	deutsch
kusko	cusco
kalmaro	kalmar
nuno	nuno
dekoras	decorates
išformuota	disbanded
pasitiko	jumped
sodybas	homesteads
trokšta	desires
trento	trento
kriauklė	seashell
prefektas	prefect
shah	shah
šviežias	fresh
komunalinių	utilities
arte	arte
monde	monde
kuzma	kuzma
geologų	geologists
laurų	laurels
alabama	alabama
clash	clash
bray	bray
ateiviai	aliens
deutscher	deutscher
trs	trs
trs	fms
persėjas	perseus
aleksijus	alexios
rieduliai	boulders
višta	chicken
jubiliejus	anniversary
kalkių	lime
slanksteliai	vertebrae
teherano	tehran
bombardavimo	bombing
kalniečių	tartan
gros	gros
vat	wet
inde	inde
ačiū	thanks
vidurnakčio	midnight
beselio	bessel
pasiuntinius	emissaries
maitinimas	catering
matematiškai	mathematically
ketverto	quartet
lynch	lynch
nelygybė	inequality
nelygybė	inequalities
stygas	strings
nero	nero
semantika	semantics
lempa	bulb
lempa	lamp
viskis	whiskey
viskis	whisky
skauda	sore
skauda	hurts
solis	solis
bukų	beech
astra	astra
pašalina	removes
kosmonautų	cosmonauts
pilnametystės	adulthood
nuotėkis	leaks
universitatea	universitatea
apsiaustas	cloak
remixes	remixes
nurnberg	nurnberg
daugava	daugava
nariuotakojų	arthropods
keane	keane
mechelen	mechelen
krešėjimo	clotting
krešėjimo	coagulation
piastų	piastres
erreway	erreway
atidėta	deferred
atidėta	postponed
majos	maysky
katilai	boilers
goja	goya
trimitai	trumpets
kosmonautas	cosmonaut
gandrai	storks
laumžirgis	hawker
altvar	altvar
dekarto	cartesian
išmetė	kicked
kaa	kaa
varškė	curd
antoninas	antonín
mozaikos	mosaics
mozaikos	mosaic
išvalyti	cleaned
andrej	andrej
sheryl	sheryl
stemma	stemma
pabrėžiant	underlining
sepc	sepc
andamanų	andaman
mineralinis	mineral
atyrau	atyrau
skrandis	gastric
paulus	paulus
rezoliucijos	resolutions
egzaminas	exam
nuodėmes	sins
dviračio	bicycle
šaukia	shouting
šaukia	yells
žolelių	herbal
žolelių	herbs
mindanao	mindanao
abatas	abbot
katmandu	kathmandu
velvet	velvet
kat	kat
vin	vin
kaulavaisis	drupe
morkų	carrots
morkų	carrot
ketinimus	intentions
hewitt	hewitt
parašiutu	parachute
pianino	piano
fasas	faso
mostar	mostar
pirkėjas	buyer
pirkėjas	purchaser
derinimas	reconciliation
derinimas	configuration
humbolto	humboldt
martenas	maarten
kosmologija	cosmology
mylėti	loving
floricienta	floricienta
kabina	cockpit
kabina	cab
kabina	cabin
stulpo	lamppost
norwich	norwich
musée	musée
geresnė	better
judaizmas	judaism
elis	ellis
židiniu	hotbed
ultima	ultima
cfr	cfr
strauss	strauss
blade	blade
rajon	rajon
domina	interested
ginčytina	disputed
frans	frans
arturo	arturo
rostock	rostock
drobė	canvas
blužnies	spleen
lova	bed
pitsburgo	pittsburgh
hardy	hardy
grodno	grodno
cupressaceae	cupressaceae
maz	maz
talentingas	talented
jautrios	sensitive
atskyrimo	segregation
krokodilas	crocodile
varuna	varuna
upei	upei
kanalizacijos	sewer
ieee	ieee
biurai	bureaux
biurai	offices
mūza	muse
dioniso	dionysus
flamenko	flamenco
liststyle	liststyle
čerkasų	cherkasy
ano	ano
viskuo	everything
kama	kama
celta	celta
justinianas	justinian
gomurio	palate
ebu	ebu
įtaisytas	embedded
auglys	tumor
factbook	factbook
daniela	daniela
blogiau	worse
berg	berg
zagrebas	zagreb
papuošalas	jewelry
kardiologijos	cardiology
lyra	lyra
kabinos	cockpit
baseinai	basins
baseinai	pools
iraklis	irakli
procesija	procession
būgno	drum
sutuoktiniai	spouses
atmesta	denied
paliečia	touches
sprogo	exploded
alla	alla
segmentai	segments
pramoga	entertainment
manipuliuoti	manipulate
kampinis	angular
avilių	hive
chiquititas	chiquititas
angas	angas
donata	donata
knygelės	carnet
reims	reims
mok	mok
sakykla	pulpit
kasetės	cassettes
ikarus	ikarus
agresija	aggression
imagesize	imagesize
carrera	carrera
cunamio	tsunami
wes	wes
esbjerg	esbjerg
pagražinti	embellished
varo	varo
įtakinga	influential
puccini	puccini
nippon	nippon
kalabrijos	calabria
gómez	gómez
jarosław	jarosław
nacionalizuotas	nationalised
eli	ellie
ūdra	otter
eclipse	eclipse
lemiamas	decisive
eugen	eugen
auditas	audits
auditas	auditing
kobra	cobra
bella	bella
tirštiklis	thickener
ornitologų	ornithological
sato	sato
vagonai	wagons
vagonai	vans
marksas	marx
laukinis	savage
nesėkmė	failure
valerius	valerius
kingston	kingston
kongresų	congresses
diaz	diaz
wesley	wesley
plotarea	plotarea
užblokuotas	blocked
gala	gala
campeonato	campeonato
kalis	potassium
mirtina	lethal
mirtina	fatal
mylios	mile
sajanų	saiyan
palanki	favours
džonatanas	jonathan
santrumpos	abbreviations
scalemajor	scalemajor
ankaros	ankara
geria	drinking
geria	drinks
toto	toto
tibetiečiai	tibetans
sudamericana	sudamericana
fal	fal
metras	metre
saugus	gym
inka	inca
doro	virtuous
painioti	confuse
topalovas	topalov
parazitų	parasite
valenciennes	valenciennes
dio	dio
artnet	artnet
dostojevskis	dostoyevsky
išsaugojimas	preservation
willis	willis
medici	medici
malibu	malibu
christoph	christoph
montpellier	montpellier
himalajinis	himalayan
geoffrey	geoffrey
dekoracijas	décor
wikitable	wikitable
soto	soto
bilietus	tickets
castillo	castillo
liam	liam
granatas	garnet
pont	pont
prizų	prizes
fredrikstad	fredrikstad
nicolás	nicolás
sloboda	sloboda
biochemija	biochemistry
dažyti	dyed
sullivan	sullivan
pamiršti	forget
klausas	claus
phantom	phantom
sprache	sprache
subyrėjo	crumbled
silpną	faint
sabbath	sabbath
vaid	vaid
aldo	aldo
višvanatanas	viswanathan
antgalis	nozzle
barsukai	badgers
edwige	edwige
kooperatyvas	cooperative
slėpti	hide
transliacijas	broadcasts
fola	fola
motyvacija	motivation
serge	serge
atlaidus	forgiving
berta	berta
kedrų	cedar
garniai	herons
posėdžiai	meetings
posėdžiai	sessions
vergas	slave
saulėgrįžos	solstices
musmirė	caesarea
privalomi	mandatory
mutacijų	mutations
umaras	umar
deimantai	diamonds
universidad	universidad
aliuminis	aluminium
aliuminis	aluminum
dlc	dlc
darbdavys	employers
darbdavys	employer
testai	tests
barbuda	barbuda
tektoninių	tectonic
blizgesys	gloss
aviečių	raspberry
paskola	loan
paskola	loans
historica	historica
demi	demi
aktyvina	activates
įnašas	contribution
drakula	dracula
bri	bree
džinas	genie
ramón	ramón
sengoku	sengoku
minkus	minkus
lolita	lolita
hasanas	hassan
hilal	hilal
afrikanų	afrikaans
elias	elias
verpimo	spinning
šalmą	helmet
valo	valo
loginis	logic
įtarimai	allegations
streikai	strikes
įžymybių	celebrity
įžymybių	celebrities
blogiausia	worst
pelkę	swamp
nepasitikėjimą	mistrust
aptarnavimas	servicing
trajektorijos	trajectory
gyvensenos	lifestyles
olympiacos	olympiacos
nuotoliniu	remotely
abs	abs
sambo	sambo
español	español
sulaužė	broke
aptvertos	fenced
apklausa	poll
nelaimė	disaster
autobuso	bus
haliucinacijos	hallucinations
ilgiai	lengths
nie	nie
rūkymo	smoking
grynasis	net
chanty	khanty
gustaf	gustaf
iucnredlist	iucnredlist
muntjakas	muntjac
dešimtinių	dimes
savanose	savannahs
absolventų	graduates
ipni	ipni
neribotą	unrestricted
skalės	scales
ops	whoops
alignbars	alignbars
soundtrack	soundtracks
musica	musica
pueblo	pueblo
apmokyti	trained
deir	deir
gerinimo	improvement
sedano	saloon
hanau	hanau
dialogai	dialogues
dialogai	dialogs
svyravimo	fluctuation
teodosijus	theodosius
išgalvotas	fanciful
sušaukti	convene
buriuotojas	swallowtail
cėsių	cēsis
caf	caf
greitesnis	quicker
greitesnis	faster
meluoja	lying
gmc	gmc
gerulaitis	gerulaitis
drėgmė	moisture
drėgmė	humidity
sudėtingumas	difficulty
sudėtingumas	complexity
svajonės	dreams
sidi	sidi
rupija	rupee
nuotaikas	moods
išbandytas	tested
konsultavimas	consultation
urbanizacija	urbanisation
grįžimas	return
grįžimas	returning
dokumentacija	documentation
trauka	gravity
bialystok	bialystok
nomenklatūra	nomenclature
shuttle	shuttle
aravakų	arawak
chara	chara
erasmus	erasmus
marcos	marcos
manijokai	cassava
lėktuve	aeroplane
noel	noel
cern	cern
kodavimo	coding
žmogžudystė	homicide
nata	nata
leopardus	leopards
maksimilianas	maksymilian
svyravimų	fluctuations
svyravimų	contrast
bam	bam
arkangelas	archangel
psichinės	psychic
krevetės	shrimps
dziejów	dziejów
sofoklis	sophocles
intervencija	intervention
rumunai	romanians
šeštadieniais	saturdays
bombardavo	bombed
ignacas	ignaz
priešinasi	resists
įsikūnijimas	incarnate
nagus	nails
damos	lady
asbesto	asbestos
coventry	coventry
sandėlio	warehouse
diabetu	diabetes
nuostabus	awesome
nuostabus	amazing
nuostabus	wonderful
nuostabus	adorable
fabricius	fabricius
subaru	subaru
shelley	shelley
trifolium	trifolium
vitaminai	vitamins
vitaminai	vitamin
osbourne	osbourne
iliuzija	illusion
įsikišo	intervened
barjerą	barrier
gyumri	shirak
til	til
poilsis	recreation
poilsis	rest
poilsis	relaxation
makaronų	noodles
midus	mead
cilindras	cylinder
kabulo	kabul
sąžinės	conscience
liubeko	lubeck
vasco	vasco
silpnesnis	weaker
įtikinamai	convincingly
jackie	jackie
vagis	thief
krūtinkaulio	sternum
abba	abba
nuoga	naked
manu	manu
ješiva	yeshiva
chemie	chemie
sėklidės	testicles
pingvinai	penguins
timisoara	timisoara
sinatra	sinatra
suformuluoti	inject
kon	kon
įterpti	insert
omx	omx
grobis	prey
andronikas	andronikos
origami	origami
urartų	urartian
sulfatas	sulphate
kalikstas	callixtus
dima	dim
dima	dima
hoffmann	hoffmann
lippi	lippi
fidi	chateau
apelsinų	orange
mazowieckie	mazowieckie
revolveris	revolver
ericsson	ericsson
medūzos	jellyfish
dvynys	twin
ambicijų	ambition
mąstytojas	thinker
amžina	eternal
suvereniteto	sovereignty
gaila	pity
gaila	sorry
gaila	unfortunate
novodevičės	novodevichy
segunda	segunda
ulmanis	ulmanis
setas	seth
batus	boots
suvirinimo	welding
akordeonas	accordion
aromato	aroma
prieštaravimai	objections
pilvą	abdomen
dužė	duże
tiesiogine	literally
salyklo	malt
tech	tech
akacija	wattle
teisėtumo	legality
pykčio	rage
diablo	diablo
paradas	parade
kopūstai	cabbage
kopūstai	cabbages
gizos	giza
porta	porta
gaidukas	ruff
crest	crest
loa	loa
aliejai	oils
mora	mora
xxiv	xxiv
madre	madre
