der	el
weihe	consagración
hood	hood
männlich	macho
männlich	varón
gürtel	cinturón
gürtel	cinturones
archivar	archivero
cecil	cecil
chess	chess
nachfolgerin	sucesora
nachfolgerin	sucesor
dillingen	dillingen
verspricht	promete
außerordentlichen	extraordinario
modernes	moderno
self	self
minimal	mínimos
minimal	mínimo
minimal	mínima
brill	brill
bertha	bertha
boss	jefa
boss	jefe
boss	boss
aktivisten	activistas
zunahme	aumento
lin	lin
witten	witten
strikt	estrictamente
strikt	estricta
michele	michele
ablösung	relevo
vikar	vicario
koordination	coordinación
mercury	mercury
plattenfirma	discográfica
singular	singular
glen	glen
kill	kill
regent	regente
umgerechnet	convertidos
erdöl	petróleo
gemäßigten	moderados
zaren	zar
pfad	sendero
pfad	ruta
devil	devil
tageszeitungen	periódicos
einberufen	convocar
chester	chester
migration	migración
religiös	religioso
liegend	tumbado
investoren	inversores
investoren	inversionistas
unterkunft	alojamiento
jungs	muchachos
jungs	chicos
financial	financial
lohn	recompensa
lohn	salario
nimm	toma
seelen	almas
rubrik	rúbrica
dvb	dvb
borough	borough
shorts	shorts
umstrittene	polémica
neuerungen	innovaciones
unterdrückung	represión
unterdrückung	opresión
markierte	marcó
amateure	amateurs
amateure	aficionados
lessing	lessing
picture	picture
kanten	bordes
schein	apariencias
wandelte	anduvo
grabsteine	lápidas
groningen	groningen
geschoss	proyectil
norfolk	norfolk
neumünster	neumünster
anthologie	antología
schützt	protege
pilze	setas
wiegt	pesa
bodo	bodo
schöpfer	creador
verlagert	trasladado
verlagert	desplazado
corporate	corporativo
geruch	olor
bahnsteig	andén
plattformen	plataformas
analysiert	analizado
analysiert	analiza
gerlach	gerlach
finanzierte	financiado
gabe	gabe
kugeln	balas
kugeln	bolas
look	look
adelaide	adelaida
kliniken	clínicas
südamerikanischen	sudamericano
glass	glass
yorkshire	yorkshire
stress	estrés
parallele	paralelo
parallele	paralelismo
bas	bas
icao	oaci
marek	marek
gewerkschafter	sindicalistas
win	win
berry	berry
feindlichen	hostil
pds	pds
gespalten	dividido
gespalten	divididos
effektiv	eficaz
effektiv	efectiva
vitamin	vitamina
bsc	bsc
intellektuellen	intelectuales
regio	regio
künftigen	futuros
künftigen	futuras
rohrbach	rohrbach
interpretieren	interpretar
biberach	biberach
gunter	gunter
serbisch	serbio
fünfzig	cincuenta
frost	frost
astrid	astrid
reist	viaja
predigten	sermones
heiß	caliente
shuttle	shuttle
bestellung	pedido
hameln	hamelín
nachnamen	apellidos
concert	concert
titus	tito
rettet	salva
magie	magia
begünstigt	favorecido
begünstigt	favorecida
niels	niels
spezies	especies
populäre	populares
daniela	daniela
haydn	haydn
container	contenedores
container	contenedor
amtlich	oficialmente
ban	ban
auszuschließen	excluir
norton	norton
sander	sander
collegium	collegium
repariert	arreglado
schauspielern	actores
zunge	lengua
kelch	cáliz
poker	poker
poker	póquer
präsidium	mesa
bauwesen	construcción
buddha	buda
che	che
lagerung	almacenamiento
übersetzerin	traductora
knut	knut
westerwald	westerwald
aktivist	activista
diagnostik	diagnóstico
edge	edge
chat	chat
aarau	aarau
subjektiv	subjetiva
subjektiv	subjetivo
dienstag	martes
volksabstimmung	referéndum
volksabstimmung	plebiscito
komplexität	complejidad
kanone	cañón
staubblätter	estambres
beschränkung	restricción
betonung	énfasis
republikanische	republicanos
republikanische	republicano
bergsteiger	alpinista
befahl	ordenó
hurrikan	huracán
einführen	introducir
bariton	barítono
kissingen	kissingen
regimenter	regimientos
before	before
schlugen	golpearon
schlugen	pegaron
ruhen	descansar
kommunismus	comunismo
say	say
ion	ion
terrasse	terraza
sternberg	sternberg
alexis	alexis
alemannia	alemannia
alonso	alonso
tang	tang
mittelmeerraum	mediterráneo
liturgie	liturgia
formell	formalmente
formell	formal
sack	saco
buchhändler	libreros
verankert	consagrado
verankert	ancla
verankert	anclado
wanderer	caminantes
schulbesuch	escolaridad
sporen	esporas
lüge	mentira
predigt	sermón
unicode	unicode
hebräisch	hebreo
dorothy	dorothy
variation	variación
stämmen	tribus
wacker	wacker
against	against
jeremy	jeremy
jeffrey	jeffrey
canvas	canvas
haltestellen	paradas
chrysler	chrysler
dat	dat
westminster	westminster
uhren	relojes
fra	fra
schulter	hombro
verringern	reducir
polo	polo
classical	classical
erlernen	aprender
dampf	vapor
ironie	ironía
unterstellung	insinuación
nashville	nashville
watch	watch
nora	nora
haufen	montones
haufen	montón
irving	irving
abd	abd
vergessenheit	olvido
paläontologe	paleontólogo
irmgard	irmgard
rhythm	rhythm
psychoanalyse	psicoanálisis
rookie	novato
unzählige	innumerables
unzählige	incontables
gil	gil
gottheit	deidad
joyce	joyce
lines	lines
rossi	rossi
thomson	thomson
psychische	psíquico
versehentlich	accidentalmente
harbor	harbor
strukturiert	estructurada
strukturiert	estructurado
löcher	agujeros
windsor	windsor
konferenzen	conferencias
viren	virus
emigration	emigración
dubai	dubai
integrierten	integrado
goslar	goslar
rosenthal	rosenthal
chuck	chuck
erfüllte	cumplía
erfüllte	cumplió
marius	marius
autobiographie	autobiografía
fluch	maldición
ernährt	alimentado
ernährt	alimenta
jose	jose
bon	bon
debatten	debates
honduras	honduras
geplündert	saqueado
edmonton	edmonton
ncaa	ncaa
schallplatten	discos
fraser	fraser
persien	persia
befehle	comandos
befehle	órdenes
antónio	antónio
detailliert	detallada
detailliert	detallado
riesige	enormes
zugegeben	admitido
upon	upon
informatiker	informático
blu	blu
organismus	organismo
christophe	christophe
umfangreiches	extenso
email	email
timothy	timothy
vierzig	cuarenta
kalte	fría
jamaika	jamaica
which	which
notiert	anotado
notiert	cotizado
notiert	cotiza
rhetorik	retórica
hochhaus	rascacielos
begeben	emitidos
adlige	nobles
complex	complex
fließend	fluido
fließend	fluidez
differenzierung	diferenciación
taube	paloma
carroll	carroll
apache	apache
ironman	ironman
ballade	balada
dnvp	dnvp
zeppelin	zeppelin
zwingen	forzar
wels	wels
blum	blum
vampire	vampiros
gotthard	gotthard
revier	comisaría
uganda	uganda
fraunhofer	fraunhofer
stimmten	votaron
soft	soft
dolmen	dolmen
andrzej	andrzej
knopf	botón
favoriten	favoritos
einmalig	única
voss	voss
bereitgestellt	proporcionados
bereitgestellt	proporcionado
smithsonian	smithsonian
gegessen	comido
module	módulos
palma	palma
techniker	técnico
techniker	técnicos
connor	connor
elften	undécima
berechnungen	cálculos
wertvoll	valiosos
wertvoll	valioso
absichten	intenciones
missionare	misioneros
lex	lex
care	care
hilde	hilde
simulation	simulación
räuber	ladrones
mitgeteilt	comunicado
neunte	novena
neunte	noveno
fraktionen	facciones
fraktionen	fracciones
konventionen	convenciones
dominanz	predominio
dominanz	dominación
länglich	oblongo
behinderte	minusválidos
behinderte	discapacitados
trinity	trinity
lynn	lynn
babylon	babilonia
babylon	babylon
lasten	cargas
friedhöfe	cementerios
bäche	arroyos
minerale	minerales
zusammenfassen	resumir
geheim	secreto
mitternacht	medianoche
zig	zig
mosaik	mosaico
rotation	rotación
hervorzuheben	subrayar
gaston	gastón
gaston	gaston
essex	essex
pistole	pistola
knappe	escudero
vorhandensein	presencia
memoiren	memorias
vermittler	intermediarios
vermittler	mediador
wieland	wieland
gewohnt	acostumbrado
gewohnt	costumbre
fehlten	faltaron
bülow	bülow
biathlet	biatleta
season	season
sohle	suela
fülle	plenitud
fülle	abundancia
gunnar	gunnar
schwarzkopf	schwarzkopf
kämpft	pelea
unterschrieben	firmado
android	android
enorme	tremenda
enorme	enormes
verbraucher	consumidores
hütten	cabañas
bremsen	frenos
auckland	auckland
heiko	heiko
anfänger	principiante
anfänger	principiantes
berchtesgaden	berchtesgaden
biologe	biólogo
christie	christie
reißen	arrancan
ljubljana	liubliana
arminia	arminia
chemisch	químicamente
sahara	sahara
camille	camille
flasche	frasco
flasche	botella
chiesa	chiesa
irreführend	engañoso
irreführend	engañosa
illegale	ilegales
illegale	ilegal
helge	helge
atari	atari
galaxie	galaxia
überzeugend	convincente
strasse	calle
strasse	carretera
netzwerke	redes
burger	burger
befestigte	fortificada
informativ	informativo
regisseure	directores
cut	cut
obama	obama
organismen	organismos
biblische	bíblica
bekanntschaft	conocernos
fügt	inserta
senken	sumideros
senken	bajar
kalt	frío
ufa	ufa
farmer	granjero
wiederaufnahme	recuperación
mausoleum	mausoleo
fields	fields
papers	papers
falkenstein	falkenstein
tansania	tanzania
kreuzen	cruces
kreuzen	cruzar
stefano	stefano
beschleunigung	aceleración
lotte	lotte
güte	bondad
elsa	elsa
besiedelten	pobladas
teilten	compartieron
abgeschnitten	cortado
abgeschnitten	recortado
batterien	baterías
batterien	pilas
morde	asesinatos
burns	burns
cicero	cicero
noir	noir
kulturell	cultural
karate	karate
friedrichshafen	friedrichshafen
benzin	gasolina
ausdrücke	expresiones
erläutern	explicar
wwe	wwe
kometen	cometa
kometen	cometas
einzigartig	único
einzigartig	única
sel	sel
mühsam	tedioso
geschosse	proyectiles
revolutionär	revolucionario
buchen	reserva
buchen	reservar
blütenstände	inflorescencias
diplomaten	diplomáticos
diplomaten	diplomático
sortierung	ordenación
sokrates	socrates
sokrates	sócrates
vorzugsweise	preferiblemente
vorzugsweise	preferentemente
fehlerhaft	defectuoso
vermisst	desaparecido
vermisst	desaparecidos
vermisst	desaparecida
broschüre	folleto
chemistry	chemistry
reisenden	viajero
logische	lógica
wuppertaler	wuppertaler
rippen	costillas
seminare	seminarios
beschleunigt	acelera
buck	buck
verborgen	oculto
melodien	melodías
cash	cash
playoff	playoff
auslösen	provocar
ausgegraben	desenterrado
zink	cinc
merkwürdig	extraño
mohamed	mohamed
irre	equivoco
fassaden	fachadas
artists	artists
vatikan	vaticano
evelyn	evelyn
dito	dito
walt	walt
schafe	ovejas
wangen	mejillas
madeleine	madeleine
uppsala	uppsala
kennzeichnen	facción
kurven	curvas
papa	papá
papa	papi
monica	monica
monica	mónica
verwirrung	confusión
reality	reality
nantes	nantes
milwaukee	milwaukee
abstimmen	voten
abstimmen	votar
taxis	taxis
versprach	prometió
katholizismus	catolicismo
chapelle	chapelle
gebhard	gebhard
denk	piensa
enormen	tremendas
wesel	wesel
individuum	individuo
sitzungen	sesiones
sitzungen	reuniones
abmessungen	dimensiones
annalen	anales
gesprengt	reventado
perth	perth
merkur	mercurio
säugetiere	mamíferos
foren	foros
gitter	rejilla
gitter	cuadrícula
musicals	musicales
gemischt	mezclado
gemischt	mezclados
unterbringen	acomodar
krug	jarra
verschrottet	desguace
jansen	jansen
winston	winston
cpu	cpu
sepp	sepp
kamm	peine
wmf	wmf
verstärken	reforzar
annahmen	supuestos
annahmen	hipótesis
vogtei	bailía
things	things
demokratisch	democrática
demokratisch	democrático
estnische	estonia
schleife	bucle
hitze	calor
genetische	genética
snow	snow
greek	greek
superior	superior
lenin	lenin
otrs	otrs
vincenzo	vincenzo
physical	physical
smart	smart
netze	redes
galerien	galerías
lebe	vivo
javascript	javascript
gov	gov
avantgarde	vanguardia
niemeyer	niemeyer
vermarktung	mercadotecnia
vermarktung	comercialización
strategisch	estratégico
strategisch	estratégica
übung	ejercicio
chang	chang
ausschließen	excluir
dorn	espina
function	function
geo	geo
det	det
dunkelheit	oscuridad
wrestler	luchadores
wrestler	luchador
omar	omar
einwand	objeciones
einwand	objeción
rebecca	rebeca
rebecca	rebecca
araber	árabe
bürgerlich	burgués
bürgerlich	cívico
turbo	turbo
vereinigen	unir
forster	forster
rochester	rochester
forbes	forbes
konventionellen	convencionales
konventionellen	convencional
blöcke	bloques
jugoslawischen	yugoslavo
grönland	groenlandia
macdonald	macdonald
aspx	aspx
ernte	cosecha
rangliste	ranking
warburg	warburg
wundern	maravillas
wundern	milagros
raoul	raúl
stephanie	stephanie
saxophon	saxofón
bic	bic
martini	martini
wasserfall	cascada
rouge	rouge
durcheinander	confusión
coleman	coleman
fortschritte	progreso
fortschritte	progresos
kochen	cocina
monroe	monroe
beleuchtet	iluminados
beleuchtet	iluminado
aufwendig	costoso
mechanismen	mecanismos
nicaragua	nicaragua
oberflächen	superficies
olympique	olympique
restauration	restauración
studierende	estudiantes
vergleicht	compara
drucken	impresión
drucken	imprimir
singh	singh
riss	grieta
anweisungen	instrucciones
magen	estómago
malen	pintar
malen	pintura
jost	jost
weltraum	espacio
lädt	invita
hindernis	obstáculo
maps	maps
peugeot	peugeot
diplomarbeit	tesis
vielfältig	variado
hassan	hassan
fanny	fanny
sofortige	inmediato
sofortige	inmediata
schrein	santuario
optimale	óptimo
optimale	óptima
piemont	piamonte
adjektiv	adjetivo
jackie	jackie
maigret	maigret
vice	vice
ausarbeitung	elaboración
cloud	nube
cloud	cloud
shi	shi
butter	mantequilla
hubertus	hubertus
oil	oil
mohammad	mohammad
wahlweise	opcional
rothschild	rothschild
sprachwissenschaft	lingüística
künftige	futuros
künftige	futura
künftige	futuras
michelle	michelle
behindert	impide
behindert	discapacitado
auferstehung	resurrección
bezahlung	pago
table	table
partnern	socios
tötung	asesinato
tötung	matanza
feinen	finos
juliane	juliane
entschädigung	indemnización
entschädigung	compensación
benediktiner	benedictina
macmillan	macmillan
isar	isar
dale	dale
konten	cuentas
pilger	peregrinos
pilger	peregrino
phantom	phantom
melde	denuncia
melde	reporta
ausbilden	formar
hauser	hauser
längs	longitudinal
wochenzeitung	semanario
dana	dana
stefanie	stefanie
rice	rice
vorletzten	penúltimo
burke	burke
enthielten	contenían
saisons	temporadas
hommage	homenaje
paradise	paradise
socks	socks
fahrbahn	calzada
unüblich	inusual
taktik	tácticas
taktik	táctica
einstimmig	unánime
brunswick	brunswick
guitar	guitar
mystery	mystery
fremder	forastero
chin	chin
greene	greene
buddy	buddy
bros	bros
multi	multi
clay	clay
eingereicht	presentado
eingereicht	enviado
geistig	espiritual
geistig	mental
geistig	mentalmente
schwäbische	suaba
beilage	suplemento
picasso	picasso
prozessor	procesador
adventures	adventures
deportation	deportación
parade	desfile
empirische	empírico
empirische	empírica
rise	rise
einflüssen	influencias
marguerite	marguerite
aufhalten	detener
witt	witt
eingebettet	incrustado
townships	townships
unerwartet	inesperado
öffnete	abrió
öffnete	abrí
verbündete	aliado
verbündete	aliados
immanuel	immanuel
mother	mother
garcia	garcia
garcia	garcía
koran	corán
begeisterung	entusiasmo
dylan	dylan
lol	jajaja
abgegrenzt	delimitado
cuxhaven	cuxhaven
moderation	moderación
antwortet	responde
antwortet	contesta
reliquien	reliquias
haltbar	durable
brahms	brahms
produktionsfirma	productora
verpflichtungen	compromisos
verpflichtungen	obligaciones
havanna	habana
klagen	quejas
voor	voor
symposium	simposio
falk	falk
bingen	bingen
moralische	moral
franck	franck
rumänisch	rumano
haiti	haití
iwanowitsch	ivanovich
stirn	frente
taste	tecla
taste	botón
dominierte	dominó
beverly	beverly
reinigung	limpieza
modifiziert	modificada
modifiziert	modificadas
modifiziert	modificado
assistenten	asistente
assistenten	asistentes
donna	donna
präsidentschaft	presidencia
erwartete	esperado
erwartete	esperaba
erwartete	esperada
cornell	cornell
cappella	cappella
gustave	gustave
lettres	lettres
erinnerte	recordó
byzantinische	bizantina
titan	titán
titan	titanio
titan	titan
emilia	emilia
mon	mon
sitten	costumbres
nachher	después
rinde	corteza
requiem	réquiem
göring	göring
wernigerode	wernigerode
besprechung	reunión
clans	clanes
diagramm	gráfico
diagramm	diagrama
fachmann	experto
fachmann	profesional
fachmann	especialista
forever	forever
quadrat	cuadrado
elektro	electro
gewusst	sabido
virtuellen	virtual
gegenstück	homólogo
sally	sally
startplatz	despegue
oval	oval
mama	mamá
mama	mama
volkswirtschaft	economía
fangen	captura
krankenhäuser	hospitales
allgemeinheit	generalidad
unterirdisch	subsuelo
unterirdisch	subterráneo
isabelle	isabelle
andersson	andersson
weiche	suave
expeditionen	expediciones
kingston	kingston
nico	nico
ewigkeit	eternidad
affen	monos
referendum	referéndum
erkennbare	reconocible
verben	verbos
abdul	abdul
patente	patentes
agf	agf
minimum	mínimo
gudrun	gudrun
routen	rutas
anjou	anjou
uli	uli
parlamentarier	parlamentarios
willie	willie
unerheblich	irrelevante
unerheblich	insignificante
scheune	granero
moselle	mosela
subjektive	subjetiva
subjektive	subjetivo
mustafa	mustafa
duett	dúo
florence	florence
zirkus	circo
erbauer	constructores
erbauer	constructor
unix	unix
joshua	joshua
magistrat	magistrado
stabile	estable
queens	queens
copy	copy
sheriff	alguacil
sheriff	sheriff
gasthof	posada
sensoren	sensores
gestohlen	robada
gestohlen	robado
rivière	rivière
brook	brook
becher	taza
mia	mia
ranking	ranking
abweichung	desviación
berichteten	informaron
crazy	crazy
fehlern	errores
joy	joy
guild	guild
untergruppe	subgrupo
interaktion	interacción
kantate	cantata
ghz	ghz
damaskus	damasco
waadt	vaud
touch	touch
shell	shell
bewaldeten	boscosas
plausibel	plausible
tötete	mató
hierarchie	jerarquía
davos	davos
neutraler	neutral
neukirchen	neukirchen
reflexion	reflexión
hinrich	hinrich
reisende	viajero
reisende	viajeros
anselm	anselm
bunte	colorido
were	were
solar	solar
implementierung	implementación
üben	practique
üben	practicar
außergewöhnlich	extraordinaria
außergewöhnlich	extraordinario
außergewöhnlich	excepcional
vaterland	patria
erwarben	adquirieron
nominierte	nominado
nominierte	nominados
nominierte	nominó
deux	deux
gleichungen	ecuaciones
flut	inundación
circus	circus
volt	voltios
flaschen	botellas
optimierung	optimización
dreams	dreams
irgendjemand	alguien
schöneberg	schöneberg
newport	newport
gewinne	ganancias
gewinne	beneficios
sektionen	secciones
seidel	seidel
botanische	botánica
ego	ego
naumann	naumann
stadtviertel	barrios
